Anger_Index ,Anger_Middle,Anger_Ring
203.83,200.52,199.44
203.85,200.42,199.22
204.18,200.5,199.12
204.66,200.71,199.27
204.86,200.75,199.31
204.91,200.74,199.28
204.86,200.7,199.26
204.72,200.55,199.04
204.58,200.53,198.94
204.51,200.55,198.91
204.52,200.58,198.81
204.51,200.66,198.79
204.41,200.69,198.62
204.26,200.73,198.46
204.07,200.73,198.26
204.05,200.77,198.06
204.08,200.86,198.01
204.05,200.93,197.87
204.16,201.06,197.74
204.3,201.11,197.49
204.42,201.18,197.19
204.46,201.08,196.66
204.53,200.94,196.12
204.75,200.84,195.64
205.22,200.94,195.41
205.98,200.98,194.9
206.75,200.84,194.35
207.19,200.55,193.4
207.46,200.38,192.65
207.58,200.14,191.76
207.68,199.87,191.11
207.59,199.49,190.36
207.59,199.24,189.76
207.77,198.83,189.15
207.85,198.52,188.63
208.09,198.15,188.12
208.11,197.9,187.67
207.98,197.35,186.75
207.78,196.79,186.01
207.61,196.02,185.22
207.57,195.31,184.48
207.55,194.56,183.95
207.46,194.16,183.71
207.29,193.76,183.5
207.18,193.42,183.18
206.86,192.67,182.69
206.63,192.05,182.26
206.57,191.27,181.77
206.67,190.67,181.19
206.62,190.16,181.04
206.59,190.02,180.98
206.45,189.7,180.79
206.32,189.34,180.41
206.13,188.67,179.79
205.92,187.86,179.27
205.69,186.96,178.59
205.79,186.57,178.36
205.86,186.28,178.21
205.94,186.13,177.97
206.01,185.59,177.65
205.93,185.21,177.2
205.95,184.52,176.75
206.06,184.01,176.47
206.17,183.53,176.06
206.11,183.23,176
205.92,182.94,175.83
205.62,182.52,175.52
205.23,181.89,175.12
204.72,181.36,174.8
204.19,180.92,174.55
203.83,180.74,174.48
203.56,180.67,174.54
203.32,180.48,174.49
202.76,179.84,174.05
201.59,178.87,173.48
200.43,178.05,173.14
199.93,177.83,173.07
199.66,178.01,173.46
199.57,178.1,173.47
199.4,178.18,173.62
199.08,177.95,173.43
198.56,177.72,173.31
197.99,177.38,173.11
197.66,177.39,173.36
197.43,177.54,173.82
197.39,177.8,174.22
197.34,177.93,174.48
197.23,178.03,174.67
196.97,177.99,174.85
196.78,177.76,174.78
196.56,177.67,174.76
196.67,177.73,174.77
196.76,177.82,174.89
196.79,177.81,174.85
196.75,177.72,174.7
196.52,177.43,174.47
196.22,177.28,174.24
196.19,177.18,174.21
196.22,177.33,174.31
196.34,177.47,174.4
196.35,177.42,174.38
196.06,177.17,174.14
195.36,176.63,173.72
194.78,176.25,173.35
194.73,176.1,173.17
194.82,176.11,173.12
194.85,175.95,172.96
194.7,175.57,172.54
193.87,174.67,171.64
192.29,173.41,170.7
191.78,172.63,170.05
191.58,172.27,169.79
191.42,172.08,169.73
191.12,171.87,169.55
190.15,171.03,168.66
187.57,169.55,167.51
185.69,168.15,166.22
185.04,167.58,165.64
184.76,167.4,165.32
184.33,167.05,164.99
183.47,166.44,164.54
181.62,165.21,163.5
178.63,163.02,162.05
177.65,161.81,161
177.38,161.54,160.56
177.23,161.66,160.55
177.05,161.56,160.29
176.68,161.25,159.77
175.55,160.62,159.09
173.38,159.48,158.19
172.43,158.86,157.83
172.15,158.56,157.29
172.05,158.37,156.96
171.93,158.18,156.65
171.43,157.53,155.91
170.59,156.72,154.89
169.58,155.6,153.87
169.54,155.4,153.75
169.61,155.15,153.45
169.81,154.93,153.22
169.52,154.44,152.8
169.38,153.74,152.25
169.33,152.52,151.37
169.67,151.29,150.48
170.38,150.56,149.96
170.98,150.2,149.53
171.26,149.66,149
171.43,148.78,148.1
171.35,147.22,146.72
171.47,145.7,144.82
171.98,144.97,143.98
172.69,145.06,143.91
173.12,145.19,143.85
173.27,144.68,143.19
173.09,143.83,142.18
172.29,142.38,140.65
172.26,141.3,139.44
172.33,141.11,139.2
172.53,141.34,139.46
172.76,141.42,139.59
172.78,141.4,139.3
172.39,141.06,138.75
171.43,140.18,137.78
170.86,139.83,137.04
170.82,140.05,137.3
170.87,140.51,137.68
170.97,140.74,137.8
170.81,140.67,137.52
170.17,140.3,136.99
168.89,139.51,136.13
167.01,138.46,134.65
166.22,138.38,133.96
166.24,138.45,133.9
166.25,138.6,133.89
166.1,138.52,133.7
165.65,138.2,133.36
164.93,137.69,132.82
163.93,136.73,131.86
162.82,135.64,130.31
162.54,135.09,128.21
162.46,134.52,126.4
162.29,134.12,125.97
161.86,133.64,125.75
161.17,132.99,125.43
160.04,132.08,125.09
158.19,130.86,124.59
157.39,130.05,124.16
157.56,130.11,123.95
157.76,130.18,123.71
157.86,130.06,123.18
157.76,129.7,122.41
157.45,129.08,121.5
157.03,128.32,120.57
156.77,128.07,120.28
156.8,128.3,120.51
156.75,128.71,120.66
156.72,128.88,120.78
156.43,128.88,120.76
155.99,128.66,120.54
154.79,128.36,120.19
154.03,128.24,119.94
154.02,128.56,120.28
154.05,128.89,120.67
154.09,129.16,120.87
153.95,129.21,120.94
153.6,129.02,120.81
152.71,128.68,120.55
151.37,128.23,120.16
150.5,127.92,119.69
150.04,127.53,118.95
149.47,127.03,117.95
148.72,126.31,116.73
147.66,125.34,115.53
146.26,124.07,114.36
144.71,122.88,113.77
143.86,122.19,113.7
143.08,121.61,113.78
142.27,121.1,113.91
141.09,120.46,113.85
139.33,119.38,113.72
136.99,117.66,113.05
135.91,116.72,111.96
135.77,116.46,111.07
135.92,116.46,110.8
136,116.44,110.56
136.05,116.34,110.24
135.86,116.09,109.82
135.38,115.33,109.08
134.08,113.87,107.96
133.24,113.17,106.99
133.33,113.12,106.15
133.62,113.21,105.47
133.84,113.24,105.07
133.93,113.2,104.77
133.89,113.11,104.26
133.7,112.91,103.65
133.1,112.42,102.76
132.55,111.7,101.63
131.86,110.88,100.39
131.34,110.29,99.41
130.71,109.68,98.54
129.84,108.84,97.71
128.86,107.99,96.91
128.28,107.37,96.3
127.75,106.71,95.62
127.15,105.95,94.78
126.31,104.79,93.62
125.08,103.23,92.16
123.42,101.65,90.52
122.17,100.52,89.07
121.25,99.57,87.89
120.75,98.81,87.03
120.17,98.07,86.08
119.46,97.17,85.09
118.41,96.02,83.86
116.73,94.41,82.61
114.48,92.53,81.5
112.45,90.44,79.94
110.8,89.01,78.28
110.12,88.76,77.36
109.97,88.78,76.63
109.97,88.84,76
109.97,88.72,75.34
109.74,88.48,75.05
109.41,88.15,74.18
108.8,87.69,73.15
107.46,86.99,72.04
105.64,86.13,70.82
104.31,85.52,69.75
103.67,85.08,69
103.29,84.66,68.58
102.98,84.18,68.14
102.69,83.63,67.73
102.08,83.11,67.3
101.12,82.36,66.77
99.81,81.34,66.04
98.32,80.18,65.16
96.74,78.77,64.07
95.31,77.39,62.71
93.81,76.14,61.5
92.8,75.29,60.47
91.87,74.57,59.62
90.76,73.92,58.82
89.3,73.19,58.02
87.66,72.42,57.28
85.73,71.48,56.43
83.82,70.57,55.39
81.9,69.28,54.16
79.88,67.93,52.83
77.67,66.6,51.6
76.18,65.6,50.56
75.16,64.58,49.49
74.15,63.46,48.34
72.76,62.29,47.12
71.07,60.99,45.86
68.83,59.74,44.28
65.82,58.68,42.44
62,56.21,40.39
58.2,53.96,38.38
55.29,52.19,36.77
52.52,50.43,35.13
49.77,48.37,33.34
47.15,46.38,31.58
44.5,44.13,29.4
41.85,41.78,27.31
39.24,39.31,25.2
36.75,36.8,23.33
34.83,34.37,21.85
33.44,32.34,20.66
32.04,30.54,19.64
30.55,28.7,18.66
28.93,26.88,17.58
27.33,25.19,16.51
25.83,23.49,15.33
24.43,21.87,14.25
23.04,20.29,13.29
21.87,18.94,12.38
20.97,17.78,11.56
20.06,16.93,10.97
19.42,16.11,10.44
18.74,15.4,9.99
18.08,14.81,9.52
17.56,14.25,9.09
16.98,13.77,8.69
16.53,13.25,8.32
16.16,12.91,8.11
15.87,12.61,7.87
15.55,12.41,7.7
15.18,12.24,7.46
14.86,12.04,7.32
14.55,11.89,7.22
14.26,11.81,7.1
14.05,11.64,6.99
13.86,11.48,6.91
13.69,11.44,6.96
13.69,11.5,6.99
13.61,11.41,7.03
13.63,11.49,7.02
13.72,11.5,7.07
13.8,11.71,7.13
13.81,11.82,7.23
13.86,11.87,7.21
14.1,12.11,7.29
14.45,12.26,7.31
14.9,12.47,7.42
15.32,12.65,7.5
15.74,12.81,7.67
16.13,12.95,7.74
16.36,13.21,7.86
16.61,13.5,7.92
16.81,13.86,8.11
16.97,14.32,8.34
17.04,14.43,8.43
17.07,14.54,8.45
16.99,14.47,8.42
17.09,14.53,8.33
19.72,15.52,8.94
32.66,24.3,17.03
57.32,49.63,38.19
89.14,78.88,75.47
118.24,107.31,107.91
147.85,136.96,136.06
172.3,159.2,159.58
192.37,177.88,175.76
199.7,183.8,183.52
204.94,185.3,186.68
204.43,187.34,189.08
202.96,189.27,191.14
202.06,190.86,191.71
201.49,191.81,192.09
200.94,192.36,192.34
200.52,192.57,192.41
200.08,192.92,192.89
199.66,193.16,193.36
199.33,193.31,193.79
198.77,193.1,194.01
198.43,192.83,194.21
198.15,192.59,194.48
198.22,192.47,194.79
198.19,192.46,195.08
198.24,192.68,195.3
198.35,192.78,195.47
198.39,192.84,195.66
198.39,192.88,195.83
198.43,192.93,195.91
198.5,193,196.06
198.45,193.09,196.19
198.53,193.12,196.33
198.53,193.14,196.47
198.56,193.08,196.48
198.65,193.03,196.46
198.64,193.09,196.5
198.64,193.04,196.51
198.66,193.09,196.57
198.63,193.16,196.63
198.62,193.12,196.6
198.6,193.1,196.69
198.56,193.09,196.68
198.6,193.07,196.74
198.62,193.12,196.77
198.59,193.1,196.84
198.6,193.13,196.84
198.63,193.18,196.92
198.64,193.23,196.94
198.64,193.31,197.03
198.69,193.38,197.09
198.7,193.46,197.18
198.72,193.46,197.2
198.7,193.45,197.27
198.77,193.48,197.29
198.75,193.45,197.3
198.73,193.47,197.3
198.72,193.54,197.36
198.78,193.61,197.4
198.74,193.65,197.44
198.76,193.7,197.44
198.78,193.68,197.44
198.76,193.72,197.45
198.73,193.73,197.45
198.76,193.72,197.55
198.74,193.77,197.55
198.71,193.77,197.52
198.74,193.79,197.56
198.72,193.78,197.6
198.7,193.81,197.59
198.72,193.83,197.63
198.67,193.87,197.64
198.58,193.84,197.68
198.61,193.9,197.66
198.59,193.82,197.64
198.54,193.78,197.66
198.5,193.74,197.72
198.46,193.7,197.7
198.39,193.68,197.77
198.41,193.66,197.75
198.39,193.63,197.74
198.39,193.65,197.76
198.39,193.67,197.77
198.36,193.79,197.79
198.35,193.78,197.77
198.37,193.81,197.77
198.36,193.77,197.79
198.3,193.83,197.82
198.32,193.81,197.8
198.26,193.83,197.78
198.26,193.83,197.82
198.24,193.88,197.81
198.24,193.92,197.82
198.19,193.86,197.83
198.19,193.84,197.79
198.24,193.8,197.77
198.25,193.78,197.77
198.21,193.78,197.8
198.18,193.77,197.79
198.16,193.79,197.79
198.14,193.81,197.78
198.21,193.82,197.8
198.22,193.85,197.74
198.29,193.81,197.79
198.28,193.81,197.77
198.33,193.84,197.75
198.38,193.81,197.77
198.41,193.84,197.82
198.42,193.8,197.8
198.44,193.78,197.81
198.5,193.8,197.79
198.52,193.79,197.76
198.57,193.76,197.79
198.65,193.71,197.79
198.68,193.7,197.81
198.81,193.61,197.79
198.9,193.5,197.75
199.04,193.47,197.77
199.13,193.37,197.75
199.16,193.28,197.73
199.15,193.2,197.73
199.38,193.13,197.8
199.54,193.08,197.76
199.75,193.04,197.69
199.95,193.01,197.7
200.11,193.06,197.67
200.34,193.1,197.6
200.46,193.01,197.61
200.57,192.95,197.62
200.72,192.94,197.63
200.87,192.87,197.57
201.08,192.8,197.52
201.37,192.76,197.48
201.86,192.71,197.37
202.26,192.67,197.32
202.62,192.56,197.21
202.81,192.33,197.12
203.26,191.98,196.94
203.78,191.85,196.78
204.16,191.64,196.66
204.67,191.47,196.56
205.33,191.25,196.27
205.9,191.03,196.01
206.34,190.82,195.64
206.68,190.53,195.32
206.96,190.03,194.79
207.31,189.43,194.14
207.54,188.75,193.16
207.68,188.04,192.04
207.93,187.58,191.13
208.08,187.27,190.62
208.07,187.16,190.42
207.94,186.9,190.17
207.91,186.59,189.73
207.75,186.18,189.18
207.52,185.67,188.44
207.32,184.98,187.58
207.22,184.53,186.91
207.22,184.08,186.34
206.94,183.92,186.21
206.8,183.86,186.23
206.74,183.82,186.22
206.55,183.71,185.95
206.32,183.3,185.31
205.87,182.79,184.52
205.31,182.43,184.18
205.22,182.28,183.98
205.29,182.06,183.73
205.34,181.8,183.34
205.32,181.39,182.84
205.13,180.92,182.25
204.86,180.51,181.78
204.62,180.45,181.76
204.48,180.43,181.75
204.32,180.46,181.72
204.23,180.34,181.47
204.17,180.14,181.06
204.19,179.76,180.22
204.08,179.44,179.76
204.13,179.08,179.24
204,178.78,178.97
203.89,178.63,178.66
203.81,178.51,178.51
203.82,178.48,178.37
203.83,178.31,178.2
203.83,178.01,177.77
203.97,177.54,177.32
204.17,177.23,176.8
204.27,177.06,176.72
204.27,176.88,176.64
204.27,176.62,176.4
204.22,176.32,176.06
204.05,175.9,175.61
204.11,175.6,175.09
204.21,175.42,174.85
204.14,175.35,174.8
204.07,175.27,174.87
203.99,175.21,174.78
203.87,174.91,174.68
203.68,174.69,174.48
203.44,174.49,174.27
203.44,174.41,174.26
203.42,174.39,174.25
203.35,174.27,174.15
203.23,173.78,173.66
203.16,173.08,172.63
202.89,172.26,171.77
202.65,171.61,171.24
202.43,171.23,170.99
202.44,171.21,171.05
202.4,171.19,171.12
202.28,171.16,171.07
201.97,170.76,170.7
201.35,170.12,170.07
200.39,169.02,168.97
200.02,168.42,168.39
199.96,168.05,167.87
199.84,167.77,167.55
199.51,167.4,167.2
198.94,166.65,166.6
197.51,165.38,165.6
197.05,164.82,164.79
196.95,164.58,164.3
196.99,164.58,164.25
196.89,164.56,164.16
196.62,164.01,163.58
195.97,163.09,162.67
195.29,161.59,161.25
194.92,160.26,160.1
194.49,159.46,159.3
194.38,158.99,159.06
194.28,158.75,158.97
194.38,158.42,158.75
194.09,157.59,158.15
193.65,156.64,157.44
193.13,155.51,156.67
193.01,155,156.34
192.92,154.65,156.32
192.71,154.21,156.29
192.31,153.59,156.19
191.37,152.48,155.64
190.23,151.24,155.08
189.53,150.09,154.53
189.12,149.41,154.56
188.8,149.06,154.63
188.58,148.82,154.6
188.02,148.04,154.13
187.37,147.29,153.76
186.36,146.69,153.41
185.83,146.65,153.47
185.36,146.5,153.54
184.74,146.23,153.6
183.75,145.61,153.4
181.92,144.81,153.22
180.4,144.22,153.16
179.62,143.96,153.53
178.95,143.73,153.81
178.17,143.35,153.89
176.79,142.82,153.92
175.24,142.25,153.88
174.51,141.9,154.08
174.15,141.85,154.35
174,142.07,154.64
173.8,142.28,154.89
173.39,142.35,155.05
172.95,142.42,155.13
172.53,142.63,155.31
172.24,142.92,155.64
172.04,143.17,155.96
172.06,143.35,156.19
171.93,143.47,156.35
171.93,143.57,156.48
171.97,143.67,156.51
172.25,143.85,156.64
172.37,144.13,156.73
172.5,144.2,156.75
172.86,144.25,156.7
173.38,144.37,156.64
174.09,144.45,156.43
175.02,144.36,155.98
176.23,144.29,155.68
177.19,144.01,155.26
178.24,143.9,154.98
178.97,143.87,154.76
179.66,144.16,154.73
180.14,144.42,154.68
180.75,144.5,154.5
181.2,144.36,154.16
181.57,144.18,153.6
182.18,144.11,153.1
183.34,144.44,152.51
184.37,144.63,151.88
185.31,144.73,151.05
185.81,144.62,150.2
185.82,144.34,149.01
185.45,144.03,147.95
185.8,144.18,147.55
186.34,144.63,147.44
186.96,144.91,147.54
187.44,144.83,146.98
187.9,144.54,146.05
188.18,143.83,144.52
188.46,143.01,143.36
188.58,142.19,142.6
188.54,141.4,142.13
188.39,140.67,141.44
188.27,139.85,140.64
188.11,138.97,139.5
187.82,137.85,138.24
187.25,136.65,137.02
186.3,135.45,135.69
185.25,134.46,134.38
184.02,133.49,133.12
182.97,132.77,132.1
181.79,132.03,131.22
181.03,131.72,131.11
180.33,131.47,131.09
179.54,131.2,131.11
178.53,130.82,131.06
177.6,130.49,130.76
176.92,130.3,130.52
176.51,130.2,130.39
176.06,130.17,130.45
175.38,129.99,130.42
173.84,129.72,130.37
170.97,129.38,130.23
170.23,129.36,130.36
170.14,129.5,130.64
170.28,129.63,130.9
170.32,129.72,131.05
170.12,129.67,131.08
169.36,129.53,131.08
167.66,129.38,131.13
167.47,129.5,131.43
167.77,129.65,131.71
167.88,129.73,131.94
167.79,129.61,131.93
167.55,129.45,131.81
166.93,129.25,131.52
165.82,128.94,131.24
165.87,128.97,131.43
166.13,129.06,131.59
166.3,129.09,131.62
166.22,128.94,131.42
165.97,128.7,131.12
165.66,128.45,130.78
165.47,128.27,130.55
165.36,128.16,130.44
165.35,128.13,130.41
165.3,127.99,130.37
165.11,127.76,130.18
164.79,127.48,129.97
164.35,127.09,129.57
163.76,126.76,129.25
163.11,126.45,128.74
162.22,126.08,127.86
160.98,125.37,125.86
159.23,124.68,124.64
157.16,123.97,124.06
154.97,123.49,123.71
154.03,123.32,123.59
153.59,123.29,123.52
153.6,123.14,123.36
153.4,122.81,122.81
152.75,122.13,121.74
151.41,120.83,119.64
149.64,119.85,118.1
148.95,119.78,118.14
148.74,119.93,118.37
148.75,120.03,118.38
148.83,120.18,118.37
148.6,120.09,118.08
148.03,119.81,117.41
146.85,119.32,116.68
144.87,118.57,115.76
143.31,117.93,114.88
142.59,117.61,114.08
142.01,117.4,113.32
141.32,117.13,112.33
140.29,116.76,111.07
138.05,116.05,109.33
135.06,114.88,107.23
133.41,114,105.44
132.03,113.07,103.66
130.72,112.11,102.23
129.27,110.97,101.04
126.98,109.19,99.79
122.83,106.3,98.33
117.29,102.72,96.63
115.42,100.56,95.29
114.68,99.63,93.98
114.41,99.15,92.53
114.09,98.57,90.87
113.59,97.58,88.62
112.64,96.35,85.42
110.63,94.25,81.71
106.54,90.52,78.67
100.06,85.35,74.18
93.44,80.98,70.04
87.62,77.29,65.82
82.38,73.64,61.64
77.88,69.93,57.84
72.82,66.04,54.57
67.62,64.15,51.8
62.39,60.09,49.47
56.86,55.81,47.3
52.19,52.14,45.39
48.47,49.63,43.75
45.31,47.72,42.08
42.74,45.62,40.15
40.67,44,38.15
39.02,42.43,36.11
37.66,40.78,34.01
36.32,39.04,31.85
35.08,37.14,29.79
34.1,35.37,28.05
33.1,33.84,26.57
32.5,32.59,25.36
31.95,31.49,24.18
31.41,30.51,23.37
30.99,29.81,22.97
30.51,29.21,22.52
30.1,28.5,21.93
29.67,27.89,21.45
29.39,27.32,21.02
29.08,26.84,20.52
28.83,26.45,20.19
28.59,26.08,19.96
28.37,25.86,19.77
28.22,25.74,19.67
28.08,25.7,19.58
28.08,25.67,19.49
28,25.59,19.36
27.96,25.53,19.23
27.79,25.47,19.2
27.77,25.54,19.22
27.73,25.48,19.13
27.72,25.43,19.08
27.73,25.48,19.05
27.87,25.53,19.08
28.03,25.68,19.12
28.27,25.85,19.31
28.41,25.99,19.32
28.39,26.01,19.4
28.23,25.99,19.46
27.93,25.91,19.49
27.59,25.83,19.51
27.36,25.73,19.51
27.06,25.62,19.39
26.7,25.48,19.35
26.29,25.11,19.07
25.85,24.77,18.96
25.5,24.46,18.88
25.31,24.11,18.67
26.32,23.98,18.27
30.33,24.78,17.78
41.6,29.84,20.1
65.14,48.29,33.68
92.1,69.82,62.6
120.89,97.18,97.99
151.29,128.96,126.8
173.52,155.35,154.66
190.81,173.78,171.06
198.14,185.27,183.84
211.26,188.06,189.3
211.26,189.02,192
210.72,189.64,193.72
210.33,190.69,194.04
210.08,191.93,194.46
209.91,193.12,194.85
209.59,194.13,195.14
209.28,194.91,195.6
209.05,195.48,195.95
208.92,195.93,196.28
208.71,196.21,196.61
208.74,196.58,196.96
208.5,196.94,197.07
208.34,197.2,197.24
208.16,197.25,197.33
208,197.11,197.57
207.97,196.97,197.73
207.82,196.82,197.85
207.81,196.77,197.96
207.78,196.67,198.07
207.78,196.57,198.24
207.67,196.44,198.36
207.52,196.28,198.5
207.42,196.15,198.55
207.43,196.06,198.65
207.43,196.06,198.74
207.35,196.07,198.8
207.28,196.07,198.91
207.21,196,198.96
207.14,195.95,199.01
207.08,195.92,199.07
207.03,195.85,199.07
207.02,195.84,199.16
206.93,195.82,199.24
206.95,195.76,199.31
206.9,195.74,199.44
206.8,195.68,199.42
206.7,195.61,199.46
206.66,195.53,199.52
206.57,195.5,199.54
206.51,195.48,199.57
206.46,195.43,199.62
206.48,195.5,199.68
206.42,195.51,199.73
206.37,195.48,199.77
206.35,195.46,199.81
206.34,195.45,199.87
206.28,195.41,199.86
206.27,195.4,199.94
206.21,195.39,199.94
206.18,195.37,199.95
206.15,195.31,200.02
206.12,195.38,200.04
206.11,195.43,200.07
206.12,195.5,200.13
206.07,195.53,200.21
206,195.5,200.19
206.01,195.49,200.27
206.08,195.52,200.29
206.11,195.52,200.28
206.1,195.51,200.3
206.14,195.59,200.35
206.14,195.73,200.39
206.15,195.84,200.45
206.21,195.89,200.5
206.25,195.95,200.48
206.18,196.03,200.47
206.25,196.07,200.54
206.26,196.08,200.57
206.34,196.16,200.63
206.39,196.23,200.63
206.41,196.3,200.66
206.46,196.35,200.7
206.44,196.47,200.72
206.56,196.53,200.75
206.59,196.6,200.78
206.65,196.64,200.8
206.68,196.72,200.82
206.72,196.84,200.84
206.77,196.88,200.91
206.82,196.95,200.96
206.88,197.04,200.98
206.9,197.14,201
206.97,197.24,201.03
206.96,197.27,200.98
207,197.3,201.03
206.95,197.33,201.1
206.95,197.38,201.08
206.98,197.47,201.16
207.12,197.59,201.18
207.1,197.65,201.25
207.13,197.72,201.23
207.19,197.69,201.24
207.15,197.77,201.23
207.18,197.81,201.26
207.14,197.91,201.32
207.2,198,201.33
207.22,198.03,201.42
207.16,198.05,201.39
207.15,198.1,201.4
207.12,198.12,201.4
207.15,198.11,201.41
207.09,198.18,201.47
207.15,198.28,201.56
207.22,198.28,201.59
207.22,198.3,201.59
207.21,198.31,201.57
207.23,198.33,201.63
207.2,198.4,201.66
207.21,198.46,201.75
207.24,198.55,201.8
207.25,198.58,201.83
207.29,198.6,201.85
207.3,198.61,201.81
207.28,198.63,201.8
207.31,198.64,201.8
207.27,198.56,201.83
207.3,198.67,201.89
207.31,198.71,201.92
207.36,198.65,201.9
207.36,198.63,201.88
207.37,198.65,201.92
207.38,198.63,201.92
207.33,198.62,201.87
207.39,198.65,201.95
207.36,198.63,201.91
207.4,198.63,201.91
207.44,198.59,201.92
207.42,198.63,201.95
207.4,198.59,201.97
207.39,198.63,201.95
207.39,198.63,201.96
207.38,198.62,201.95
207.37,198.6,201.96
207.41,198.59,201.96
207.45,198.53,201.98
207.59,198.41,201.99
207.75,198.42,202.02
207.76,198.46,202.06
207.87,198.47,202.08
207.87,198.48,202.03
207.98,198.52,202.04
208.01,198.48,202.01
208.09,198.49,201.93
208.08,198.52,201.93
208.17,198.56,201.84
208.15,198.54,201.88
208.16,198.47,201.79
208.26,198.4,201.68
208.35,198.15,201.59
208.44,198,201.39
208.65,197.93,201.23
208.76,197.84,201.07
208.91,197.65,200.84
209.01,197.38,200.61
209.26,197.1,200.36
209.54,196.91,200.12
209.67,196.7,199.83
209.86,196.49,199.57
210.13,196.28,199.32
210.14,196.04,198.98
210.1,195.77,198.65
210.08,195.44,198.36
209.98,195.22,197.99
209.87,194.9,197.69
209.91,194.64,197.38
210.07,194.33,197
210.09,194.1,196.76
209.98,193.88,196.42
209.63,193.52,196.05
209.04,192.96,195.42
208.48,192.35,194.71
207.96,191.75,193.8
207.62,191.24,193.01
207.32,190.63,192.33
206.98,190.42,192.05
206.57,190.24,191.73
206.18,189.97,191.46
205.87,189.71,191.15
205.69,189.47,190.82
205.4,188.98,190.22
204.96,188.55,189.81
204.71,188.22,189.48
204.25,187.94,189.29
203.9,187.75,189.16
203.6,187.57,189
203.35,187.36,188.76
202.93,187.04,188.36
202.74,186.79,188.1
202.54,186.42,187.72
202.18,186.03,187.4
201.74,185.57,186.95
201.08,184.89,186.36
200.43,184.13,185.61
199.9,183.53,184.82
199.42,182.9,183.97
199.21,182.6,183.71
199.07,182.39,183.52
198.78,182.17,183.41
198.37,181.82,183.04
197.6,181.09,182.4
196.39,180,181.19
194.79,178.91,180.31
194.46,178.52,179.98
194.27,178.33,179.81
194.18,178.18,179.67
193.87,177.77,179.36
193.16,177.05,178.59
192.08,175.77,177.13
190.21,174.02,175.22
189.1,172.98,174.14
188.98,172.61,173.83
188.88,172.52,173.77
188.64,172.3,173.56
188.12,171.7,172.96
187.23,170.77,171.92
185.78,169.52,170.6
184.41,168.05,168.92
183.68,167.12,168.14
183.54,166.58,167.61
183.34,166.24,167.18
183.14,165.72,166.54
182.91,165.02,165.83
182.46,164.05,164.84
181.87,162.99,164
181.88,162.6,163.52
181.88,162.24,163.12
181.84,161.93,162.8
181.54,161.36,162.34
181.03,160.59,161.72
180.31,159.5,160.88
180.13,159.08,160.6
180.31,158.99,160.53
180.66,159.07,160.44
181,159.01,160.23
180.97,158.57,159.58
180.59,157.5,158.4
179.66,155.85,157.06
178.94,154.52,156.14
179.01,154.4,155.94
179.24,154.58,156.07
179.61,154.77,156.14
179.68,154.71,156.05
179.63,154.46,155.75
178.96,153.83,155.13
177.87,152.71,154.33
177.59,152.33,154.13
177.58,152.27,154.1
177.77,152.51,154.22
177.95,152.71,154.3
177.97,152.67,154.19
177.63,152.33,153.65
176.67,151.62,152.84
175.35,150.75,152.01
175.35,150.72,151.87
175.85,150.96,152.02
176.57,151.3,152.07
177.01,151.47,152.13
177.08,151.33,151.89
176.65,150.64,151.23
175.59,149.59,150.18
174.32,148.3,148.84
174.09,147.88,148.3
174.06,147.5,147.86
174.15,147.24,147.4
174.11,146.6,146.84
173.86,145.9,146.09
172.89,144.84,144.84
172.32,144.14,143.73
172.13,143.65,143
172.24,143.37,142.61
172.19,143.09,142.38
172.13,142.85,142.31
171.74,142.47,142.23
170.72,141.9,141.92
169.6,140.93,141.09
169.16,140.44,140.26
168.94,140.1,139.43
168.81,139.72,138.68
168.5,139.38,137.99
167.72,138.83,137.21
166.13,137.86,136.11
164.49,136.96,135.53
163.74,136.48,135.27
163.06,136.04,134.96
162.22,135.61,134.71
160.75,134.92,134.37
158.69,134.01,133.93
156.03,132.7,133.05
155.37,132.21,132.49
155.62,132.4,132.45
155.83,132.62,132.42
155.77,132.5,132.19
155.59,132.07,131.84
154.98,131.59,131.29
153.72,130.87,130.53
152.45,130.17,129.6
152.7,130.27,129.17
153.15,130.53,129.17
153.56,130.73,129.26
153.7,130.7,129.24
153.46,130.59,129.18
153.09,130.32,129.05
152.3,130.09,128.91
151.32,129.75,128.72
150.82,129.21,128.26
150.39,128.75,127.75
150.06,128.3,127.12
149.79,127.67,126.41
149.58,127.28,126.03
149.16,126.89,125.74
148.77,126.49,125.63
148.45,126.07,125.57
147.92,125.59,125.47
147.32,125,125.53
146.91,124.49,125.24
146.52,123.89,124.92
146.04,123.29,124.26
145.29,122.49,123.28
144.44,121.57,121.97
143.84,121.25,121.5
143.98,121.47,121.53
144.05,121.64,121.51
144.12,121.59,121.39
143.98,121.24,121.05
143.73,120.73,120.56
143.22,120.06,120
143.26,119.43,119.19
143.57,118.93,117.99
143.8,118.36,116.84
143.83,117.8,115.87
143.81,117.04,114.93
143.42,116.05,113.63
142.93,114.88,112.35
142.92,114.25,111.24
143.58,114.28,110.44
144.37,114.46,109.74
144.76,114.2,108.98
144.84,113.73,108.15
144.66,113.19,107.2
144.35,112.34,106.19
144.35,111.6,105.18
144.46,111.4,104.51
144.6,111.32,103.88
144.56,111.21,103.01
144.37,110.83,101.91
144.01,110.33,100.83
143.58,109.75,100.33
143.21,109.18,99.88
142.96,108.64,99.58
