Anger_Index ,Anger_Middle,Anger_Ring
-3.23,6.71,16.43
-3.27,6.89,16.59
-3.27,6.89,16.59
-3.14,6.96,16.6
-3.12,7.03,16.55
-3.17,6.95,16.44
-3.18,6.94,16.44
-3.16,7.14,16.53
-3.09,7.26,16.55
-2.99,7.36,16.54
-2.89,7.46,16.59
-2.85,7.57,16.62
-2.81,7.61,16.61
-2.78,7.58,16.47
-2.82,7.47,16.32
-2.77,7.47,16.28
-2.76,7.52,16.33
-2.66,7.64,16.35
-2.66,7.78,16.44
-2.68,7.76,16.44
-2.68,7.7,16.35
-2.76,7.75,16.34
-2.65,7.92,16.35
-2.6,8.03,16.4
-2.53,8.17,16.48
-2.43,8.26,16.51
-2.34,8.34,16.51
-2.35,8.32,16.58
-2.34,8.51,16.76
-2.31,8.61,16.83
-2.27,8.61,16.81
-2.22,8.56,16.78
-2.28,8.63,16.83
-2.19,8.71,16.98
-2.11,8.87,17.11
-2.05,9.05,17.17
-1.93,9.23,17.24
-1.87,9.42,17.28
-1.8,9.45,17.22
-1.77,9.36,17.07
-1.86,9.31,17.04
-1.78,9.38,17.11
-1.76,9.43,17.17
-1.69,9.5,17.2
-1.57,9.63,17.28
-1.48,9.81,17.44
-1.42,9.85,17.52
-1.44,9.89,17.53
-1.47,9.83,17.58
-1.49,9.8,17.54
-1.51,9.84,17.56
-1.38,9.98,17.63
-1.2,10.09,17.64
-1.11,10.13,17.67
-1.1,10.17,17.69
-1.06,10.19,17.84
-1.04,10.37,18.06
-0.94,10.57,18.19
-0.87,10.64,18.29
-0.8,10.74,18.38
-0.69,10.8,18.6
-0.57,10.93,18.7
-0.49,11.02,18.77
-0.44,11.14,18.95
-0.35,11.35,19.15
-0.17,11.64,19.39
0.02,11.9,19.63
0.24,12.18,19.86
0.45,12.4,20.08
0.59,12.39,20.08
0.78,12.43,20.09
1.04,12.53,20.19
1.42,12.98,20.65
2.02,13.8,21.25
2.54,14.59,21.78
2.93,15.1,22.18
3.29,15.48,22.5
3.69,15.82,22.83
4.08,16.33,23.24
4.58,17.05,23.79
5.21,17.91,24.54
6.13,19.12,25.54
6.82,20.18,26.46
7.64,21.1,27.21
8.48,22.14,27.89
9.72,23.37,28.74
10.92,24.65,29.61
12,26.04,30.55
13.19,27.73,31.48
14.39,29.55,32.53
15.93,31.14,33.72
17.52,32.68,35.2
19.13,34.57,36.76
20.77,36.69,38.43
22.64,38.86,40.28
24.45,41.09,42.19
26.01,43.2,44.12
27.7,45.23,46.12
29.69,47.73,48.88
31.86,50.41,52.53
34.29,53.4,56.02
36.77,56.11,59.34
39.36,58.91,62.95
41.88,61.77,66.61
44.61,64.8,70.29
47.7,68.56,73.94
51.25,72.66,77.51
55.49,77.45,81.18
60.14,81.84,84.87
64.53,85.67,88.32
68.85,89.43,91.83
73.12,93.06,95.32
77.03,96.8,98.71
80.87,100.38,101.94
85.25,103.92,105.33
90.06,107.44,108.54
95.35,111.04,111.7
99.35,114.24,114.13
103,117.4,115.94
106.2,120.24,118.61
109.07,122.72,120.87
111.68,125.36,123.13
114.4,127.85,125.24
117.19,130.41,127.82
120.17,132.93,129.77
122.95,135.22,131.66
125.96,137.85,133.95
128.6,140.1,135.9
131.1,142.08,137.47
133.54,143.8,139.03
135.66,145.56,140.76
137.77,147.38,142.38
139.72,148.95,144.15
141.71,150.54,145.96
143.54,152.1,147.22
145.33,153.53,148.71
147,154.8,149.72
148.69,156.29,151.08
150.21,157.9,152.25
151.64,159.29,153.54
153.07,161.05,154.68
154.38,162.33,156.19
155.57,163.93,157.51
156.66,165.15,158.76
157.71,166.59,160.1
158.43,167.74,161.2
159.07,168.69,162.11
159.48,169.51,162.73
159.84,170.23,163.33
160.05,170.75,163.61
160.1,171.1,163.81
160.1,171.47,164
160.01,171.5,164.08
159.79,171.58,164.14
159.64,171.65,164.15
159.43,171.56,164.05
159.15,171.42,163.89
158.9,171.24,163.65
158.73,171.1,163.45
158.54,171.04,163.38
158.39,170.97,163.2
158.26,170.88,163.14
158.11,170.82,163.16
157.98,170.79,162.98
157.74,170.72,162.92
157.57,170.58,162.84
157.42,170.55,162.77
157.28,170.56,162.76
157.38,170.54,162.76
157.26,170.6,162.87
157.21,170.63,162.91
157.25,170.73,162.98
157.25,170.88,163.14
157.26,170.96,163.23
157.35,171.11,163.4
157.4,171.19,163.54
157.55,171.34,163.76
157.61,171.51,164.01
157.83,171.76,164.29
157.96,172.05,164.66
158.31,172.39,165.09
158.65,172.86,165.72
159.03,173.35,166.4
159.45,173.85,167.14
159.89,174.51,168.05
160.39,175.18,169
160.55,175.45,169.48
160,175.15,169.11
159.44,174.83,168.67
158.89,174.46,168.27
158.38,174.11,167.91
157.96,173.83,167.56
157.55,173.45,167.09
157.03,173.05,166.62
156.45,172.63,166.18
156.11,172.34,165.78
155.9,171.98,165.44
155.64,171.79,165.23
155.46,171.7,165.11
155.36,171.71,165.14
155.43,171.84,165.23
155.59,172.06,165.49
155.96,172.3,165.85
156.36,172.57,166.24
156.76,172.87,166.65
157.14,173.23,167.16
157.62,173.59,167.64
158.11,173.87,168.06
158.53,174.25,168.58
159.13,174.55,169.09
159.67,174.87,169.6
160.06,175.03,169.82
159.35,174.3,168.76
158.85,173.67,167.82
158.4,173.35,167.21
158.01,172.95,166.66
157.5,172.5,166.01
156.99,171.99,165.31
156.38,171.32,164.53
156.01,170.8,163.87
155.74,170.56,163.49
155.81,170.56,163.59
156.03,170.81,163.97
156.24,171.02,164.33
156.43,171.27,164.74
156.67,171.45,165.02
156.9,171.7,165.36
157.18,172,165.88
157.54,172.43,166.44
158.05,172.91,167.19
158.55,173.6,168.13
159.05,174.27,169.08
158.8,174.32,169.05
158.38,174.07,168.72
157.92,173.85,168.39
157.55,173.53,168.06
157.14,173.29,167.78
156.93,173.13,167.53
156.79,173.03,167.4
156.63,172.91,167.23
156.48,172.92,167.11
156.38,172.89,167.05
156.36,172.83,167.1
156.37,172.92,167.19
156.47,172.96,167.22
156.67,173.18,167.45
156.92,173.44,167.77
157.28,173.7,168.12
157.64,174.09,168.59
158.04,174.43,169.02
158.55,174.83,169.53
159.04,175.2,170.02
159.2,175.28,169.97
158.55,174.59,168.99
158.08,174,168.07
157.49,173.67,167.27
156.92,173.15,166.46
156.19,172.51,165.57
155.52,171.88,164.64
154.74,171.16,163.8
154.1,170.61,163.08
153.52,169.89,162.47
152.96,169.4,161.82
152.39,168.63,161.09
151.83,167.89,160.31
151.48,167.39,159.73
151.29,167.08,159.37
151.23,167.02,159.37
151.24,167.09,159.47
151.46,167.31,159.73
152.04,167.5,160.13
151.87,167.61,160.44
150.29,164.92,158.49
148.03,161.28,155.75
142.13,154.76,149.9
132.71,144.75,140.02
119.31,130.96,126.71
100.37,111.56,109.22
80.55,91.03,93.13
63.09,68.91,78.23
46.96,50.94,63.11
34.61,39.58,51.06
24.81,31.45,43.89
17.63,24.64,37.2
13.36,20.18,32.07
9.69,17.04,27.95
6.69,14.74,25.36
4.17,12.76,23.62
2.21,11.5,22.27
0.91,10.43,21.18
-0.28,9.66,20.38
-1.04,9.14,19.58
-1.69,8.44,18.66
-2.19,7.86,17.82
-2.63,7.32,17.09
-2.76,6.82,16.39
-2.99,6.48,15.84
-3.12,6.31,15.59
-3.11,6.18,15.45
-2.96,6.15,15.28
-2.96,6,14.96
-2.9,5.85,14.79
-2.89,5.79,14.61
-2.87,5.86,14.53
-2.77,5.84,14.29
-2.67,5.89,14.19
-2.59,5.97,14.12
-2.54,6.04,14.19
-2.48,6.15,14.25
-2.41,6.33,14.39
-2.29,6.53,14.46
-2.2,6.62,14.49
-2.17,6.62,14.48
-2.14,6.58,14.33
-2.16,6.48,14.26
-2.17,6.42,14.23
-2.2,6.43,14.28
-2.22,6.52,14.37
-2.15,6.75,14.42
-2.01,6.92,14.54
-1.92,6.99,14.53
-1.96,7.02,14.51
-2.05,6.88,14.36
-2.03,6.8,14.25
-2.02,6.82,14.2
-1.98,7,14.28
-1.96,7.12,14.35
-1.9,7.14,14.38
-1.96,7.19,14.49
-2.01,7.28,14.57
-2.07,7.27,14.54
-2.03,7.27,14.47
-1.99,7.29,14.38
-2.02,7.27,14.22
-1.97,7.27,14.17
-1.95,7.34,14.18
-1.95,7.41,14.23
-1.89,7.51,14.3
-1.89,7.62,14.35
-1.86,7.74,14.46
-1.83,7.88,14.51
-1.87,7.93,14.52
-1.76,7.93,14.44
-1.81,7.98,14.43
-1.71,8.05,14.43
-1.68,8.14,14.51
-1.52,8.29,14.65
-1.46,8.45,14.72
-1.47,8.54,14.77
-1.37,8.53,14.74
-1.45,8.53,14.77
-1.38,8.58,14.94
-1.42,8.72,15.11
-1.19,8.94,15.21
-1.04,9.13,15.38
-0.98,9.28,15.64
-0.93,9.37,15.83
-0.94,9.4,15.89
-0.83,9.33,16.05
-0.79,9.5,16.15
-0.56,9.67,16.23
-0.55,9.77,16.31
-0.34,9.73,16.22
-0.28,9.74,16.17
-0.22,9.72,16.24
-0.19,9.8,16.31
-0.14,9.88,16.37
0.08,10.13,16.49
0.32,10.37,16.64
0.47,10.51,16.76
0.62,10.67,16.79
0.8,10.74,16.83
0.98,10.85,17.02
1.2,11.09,17.59
1.47,11.45,18.37
1.76,11.87,19.05
2.03,12.29,19.69
2.21,12.73,20.29
2.45,12.97,20.82
2.6,13.28,21.2
2.9,13.64,21.62
3.07,14.1,22.34
3.46,14.78,23.34
3.98,15.65,24.81
4.52,16.48,25.24
5.07,17.22,26.03
5.58,17.82,26.73
6.05,18.46,27.45
6.6,19.21,28.24
7.05,20.23,29.21
7.63,21.47,30.43
8.23,22.63,31.72
9.07,23.79,33.01
10.2,24.86,34.14
11.53,25.9,35.35
13.17,27.17,36.75
15.33,29.03,38.42
17.48,31.09,40.04
19.54,33.32,41.78
21.49,35.92,43.53
23.71,39.05,46.72
26.14,42.19,52.62
28.76,45.25,56.48
31.85,48.78,60.57
35.8,52.46,64.52
39.92,56.35,68.28
43.3,60.45,71.64
46.55,64,74.51
50.2,68.07,77.66
54.35,72.82,81.12
58.83,77.62,84.73
63.94,82.26,87.79
68.65,86.66,90.73
72.94,90,93.36
77.1,93.25,96.37
81.62,97.15,99.44
87.14,101.39,102.8
94.08,105.43,106.15
100.03,108.76,108.69
104.79,111.91,111.35
108.51,115.18,113.17
112.48,118.63,115.83
116.09,121.56,118.26
119.39,124.22,119.97
122.4,126.51,121.73
125.03,128.52,123.47
127.57,130.58,124.85
130.13,132.42,126.16
132.44,134.29,127.78
134.28,135.99,129.34
135.63,137.33,130.49
137.93,139.74,132.98
139.68,141.57,134.53
141.51,143.68,136.22
143.07,145.21,137.51
144.54,146.69,138.91
145.8,148.16,140.31
146.81,149.27,141.37
147.74,150.41,142.65
148.55,151.42,143.6
149.21,152.31,144.64
149.88,153.29,145.86
150.71,154.45,146.94
151.31,155.32,147.86
151.95,156.28,148.76
152.37,156.86,149.54
152.61,157.55,150.08
152.62,158.02,150.65
152.59,158.5,151.05
152.42,158.92,151.41
152.4,159.28,151.9
152.29,159.77,152.16
152.26,159.79,152.54
152.11,160.08,152.62
151.87,160.19,152.73
151.68,160.16,152.83
151.53,160.3,152.75
151.33,160.31,152.79
151.22,160.37,152.85
151.1,160.44,152.95
151.03,160.66,153.16
151.09,160.86,153.33
151.07,161.09,153.62
151.13,161.24,153.79
151.16,161.44,154.03
151.21,161.75,154.22
151.31,161.99,154.5
151.37,162.28,154.84
151.52,162.56,155.14
151.68,162.95,155.55
151.88,163.24,155.9
152,163.47,156.17
152.09,163.71,156.47
152.28,163.95,156.85
152.44,164.22,157.22
152.49,164.46,157.51
152.6,164.67,157.84
152.78,164.92,158.2
152.94,165.16,158.46
153.09,165.27,158.79
153.21,165.52,159.03
153.33,165.68,159.26
153.49,165.84,159.39
153.62,165.94,159.63
153.83,166.14,160.03
154.17,166.47,160.45
154.4,166.78,160.95
154.68,167.2,161.54
154.98,167.53,162.03
155.35,167.93,162.6
155.85,168.44,163.26
156.43,168.97,164
156.98,169.4,164.96
156.89,169.42,165.47
156.26,169.08,165.11
155.89,168.83,164.78
155.63,168.68,164.49
155.35,168.48,164.23
155.03,168.21,163.91
154.57,167.65,163.49
153.67,166.72,162.72
152.91,166.13,161.99
152.6,166.01,161.96
152.49,166.16,161.95
152.54,166.27,162.07
152.71,166.43,162.24
152.9,166.6,162.36
153.15,166.81,162.65
153.4,167.02,162.92
153.7,167.32,163.36
154.08,167.69,163.85
154.43,168.03,164.39
154.9,168.45,165
155.42,168.85,165.53
156.03,169.2,166.04
156.52,169.57,166.51
156.85,169.91,166.92
156.92,170.06,166.99
156.55,169.68,166.38
155.93,169.11,165.44
155.22,168.16,164.27
154.51,167.29,163.02
153.88,166.56,161.85
153.49,166.17,161.27
153.3,165.98,160.95
153.19,165.96,160.85
152.94,165.76,160.58
152.69,165.52,160.34
152.41,165.21,159.96
152.24,164.95,159.57
152.22,164.86,159.54
152.3,164.95,159.88
152.46,165.18,160.17
152.6,165.37,160.47
152.79,165.63,160.85
153.08,165.9,161.11
153.45,166.3,161.66
153.82,166.79,162.29
154.37,167.32,163.14
154.91,167.98,164.23
155.56,168.85,165.5
156.18,169.74,166.71
156.16,169.89,166.93
155.9,169.76,166.66
155.65,169.53,166.25
155.21,169.03,165.71
154.6,168.32,165.06
153.97,167.9,164.58
153.57,167.68,164.27
153.38,167.58,164.18
153.32,167.57,164.12
153.16,167.59,164.06
153.18,167.58,164.09
153.14,167.7,164.16
153.22,167.89,164.35
153.48,167.99,164.6
153.63,168.23,164.82
153.9,168.45,165.11
154.16,168.69,165.44
154.39,168.91,165.73
154.65,169.22,166.02
154.92,169.54,166.35
155.31,169.82,166.7
155.65,170.19,167.14
155.99,170.51,167.51
156.49,170.82,167.95
155.65,169.9,166.49
155.65,169.9,166.49
155.13,169.36,165.59
154.66,169.01,164.88
154.21,168.68,164.25
153.64,168.24,163.54
153.21,167.72,162.8
152.79,167.36,162.16
152.08,166.7,161.36
152.08,166.7,161.36
151.74,166.49,161.06
151.6,166.3,160.79
151.43,166.15,160.7
151.23,166.04,160.55
151.23,165.96,160.57
151.19,165.96,160.53
151.55,165.97,160.75
151.55,165.97,160.75
152.1,166.21,161.07
152.72,166.42,161.58
152.55,165.97,161.32
150.54,162.95,158.56
143.32,154.38,151.4
129.71,139.44,138.01
88.51,97.3,103.52
88.51,97.3,103.52
67.21,73.62,86.77
46.78,52.38,68.62
30.97,37.73,53.88
21.04,29.97,46.04
14.41,23.19,37.65
6.77,15.34,27.67
4.38,13.22,24.68
4.38,13.22,24.68
2.23,11.61,23.05
0.74,10.53,21.84
-0.51,9.76,20.59
-1.33,8.71,19.5
-1.98,7.85,18.51
-2.52,6.96,17.01
-2.73,6.64,16.41
-2.73,6.64,16.41
-2.92,6.35,16.03
-2.81,6.17,15.75
-2.63,6.12,15.51
-2.56,5.96,15.28
-2.63,5.8,15.01
-2.74,5.5,14.69
-2.82,5.55,14.64
-2.82,5.55,14.64
-2.73,5.58,14.69
-2.71,5.64,14.69
-2.77,5.63,14.63
-2.71,5.64,14.61
-2.69,5.76,14.64
-2.61,5.91,14.61
-2.61,5.97,14.63
-2.61,5.97,14.63
-2.65,6.04,14.7
-2.54,6.07,14.71
-2.5,6.12,14.73
-2.5,6.1,14.69
-2.51,6.14,14.63
-2.67,6.09,14.66
-2.63,6.15,14.67
-2.63,6.15,14.67
-2.56,6.16,14.66
-2.5,6.28,14.71
-2.51,6.4,14.76
-2.48,6.36,14.7
-2.37,6.42,14.62
-2.32,6.47,14.6
-2.31,6.54,14.54
-2.31,6.54,14.54
-2.32,6.56,14.5
-2.35,6.57,14.5
-2.43,6.54,14.47
-2.43,6.64,14.47
-2.36,6.74,14.4
-2.29,6.85,14.44
-2.26,6.91,14.46
-2.26,6.91,14.46
-2.3,6.89,14.46
-2.25,6.97,14.41
-2.29,7.05,14.51
-2.27,7.21,14.64
-2.17,7.51,14.84
-2.19,7.56,14.87
-2.23,7.53,14.82
-2.23,7.53,14.82
-2.27,7.5,14.77
-2.29,7.52,14.72
-2.35,7.5,14.76
-2.24,7.66,14.82
-2.17,7.96,15.08
-2.13,8.01,15.11
-2.08,8.06,15.11
-2.08,8.06,15.11
-2.06,8.05,15.11
-2.01,8.11,15.14
-1.98,8.21,15.18
-1.86,8.28,15.21
-1.83,8.3,15.24
-1.82,8.37,15.24
-1.79,8.4,15.29
-1.79,8.4,15.29
-1.75,8.43,15.28
-1.7,8.48,15.37
-1.59,8.6,15.52
-1.44,8.73,15.5
-1.39,8.91,15.67
-1.36,8.98,15.76
-1.22,9.16,15.83
-1.22,9.16,15.83
-1.12,9.32,16
-1.02,9.39,16.09
-0.96,9.52,16.2
-0.9,9.6,16.32
-0.66,9.92,16.58
-0.47,10.07,16.68
-0.31,10.24,16.82
-0.31,10.24,16.82
-0.02,10.43,16.91
0.25,10.7,17.21
0.97,11.21,17.58
1.26,11.75,17.97
1.99,12.71,18.66
3,14.25,19.77
4.46,16.48,21.21
4.46,16.48,21.21
6.21,18.64,22.52
8.18,20.55,23.8
12.05,24.92,26.02
13.95,27.29,27.33
16.07,29.87,29.12
18.29,33.09,31.08
20.46,36.4,32.97
22.51,39.6,34.83
22.51,39.6,34.83
24.77,42.66,37.06
30.23,49.26,45.84
34.09,53.12,50.44
37.72,56.98,54.78
41.29,60.9,58.69
45.04,64.49,62.23
48.5,67.91,65.37
48.5,67.91,65.37
51.59,71.22,68.75
59.87,79.03,76.85
65.17,83.75,81.55
70.92,88.38,86.03
76.34,92.95,90.57
82.37,97.2,94.62
87.04,100.93,98.05
87.04,100.93,98.05
91.58,104.42,101.47
102.2,112.46,108.83
107.66,116.37,112.04
112.19,119.88,115.07
115.91,123.35,118.15
119.22,126.29,120.73
122.16,128.94,123.01
122.16,128.94,123.01
127.25,133.8,127.76
129.53,136.01,130.29
131.93,138.33,132.33
133.95,140.41,134.39
135.85,142.2,135.93
137.65,143.67,137.69
139.37,145.32,139.07
139.37,145.32,139.07
142.81,148.57,142.91
144.58,150.34,144.75
146.4,152.04,146.37
147.74,153.25,147.73
148.72,154.23,148.66
149.87,155.64,149.66
151.09,156.84,150.71
151.09,156.84,150.71
154.07,160.04,153.94
154.9,160.88,155.11
155.48,161.57,155.88
156.03,162.54,156.76
156.33,162.92,157.2
156.53,163.25,157.74
156.68,163.53,158.05
156.68,163.53,158.05
156.76,164.06,158.31
156.93,164.26,158.74
156.88,164.4,158.78
156.8,164.61,158.74
156.66,164.63,158.83
156.39,164.59,158.63
156.19,164.41,158.41
156.19,164.41,158.41
156.07,164.46,158.41
156.1,164.55,158.54
156.05,164.5,158.59
156.02,164.48,158.55
155.95,164.53,158.53
155.99,164.52,158.51
155.91,164.55,158.55
155.91,164.55,158.55
155.8,164.64,158.73
155.73,164.68,158.91
155.67,164.76,158.98
155.61,164.78,159.01
155.59,164.8,159.01
155.59,164.79,159
155.59,164.86,159.14
155.69,165.02,159.31
155.53,165.09,159.46
155.54,165.17,159.65
155.44,165.2,159.78
155.45,165.27,159.9
155.46,165.48,160.05
155.47,165.68,160.32
155.75,165.97,160.65
155.93,166.38,161.1
156.19,166.67,161.55
156.33,167.06,162.14
156.47,167.45,162.88
155.98,167.39,162.63
155.67,167.27,162.38
155.35,167.02,162.05
154.9,166.61,161.47
154.11,165.9,160.57
152.81,164.71,159.28
151.77,163.95,158.6
151.23,163.78,158.5
151.02,163.76,158.46
151.01,163.73,158.42
150.85,163.66,158.24
150.75,163.52,158.08
150.48,163.34,157.88
150.3,163.25,157.82
150.14,163.27,157.89
150.16,163.44,158.07
150.32,163.69,158.32
150.45,163.88,158.59
150.69,164.13,158.93
151.14,164.51,159.51
151.68,165.04,160.14
152.36,165.67,160.89
153.1,166.45,161.91
153.8,167.15,162.87
154.49,167.74,163.73
155.06,168.25,164.52
155.66,168.67,165.14
156.17,169.04,165.67
155.76,168.55,164.91
154.95,167.73,163.79
154.17,166.88,162.46
153.24,165.85,161.07
152.23,164.79,159.58
151.28,163.94,158.15
150.49,163.23,157
149.86,162.51,156.23
149.51,162.13,155.61
149.18,161.95,155.34
148.97,161.78,155.29
148.87,161.74,155.06
149,161.83,155.16
149.14,162.07,155.48
149.44,162.47,155.97
149.89,163.03,156.67
150.45,163.61,157.38
151,164.34,158.38
151.72,165.12,159.51
152.37,165.84,160.63
152.97,166.39,161.7
153.58,167.08,162.94
154.28,167.92,164.22
153.93,167.9,164.19
153.27,167.42,163.5
152.35,166.88,162.62
151.48,166.12,161.61
150.55,165.44,160.72
149.95,164.97,160.24
149.42,164.57,159.82
149.11,164.29,159.64
148.8,164.02,159.34
148.61,163.83,159.2
148.37,163.74,159.17
148.36,163.96,159.29
148.58,164.5,159.76
149.06,165.19,160.31
149.6,165.99,160.97
150.26,166.82,161.68
150.92,167.56,162.37
151.54,168.33,163.25
152.15,169.11,164.04
152.6,169.88,164.78
153.09,170.6,165.54
153.68,171.52,166.37
154.47,172.58,167.28
155.18,173.36,168.05
155.85,174.1,168.72
155.66,173.93,168.2
154.82,173.38,167.08
154.08,172.76,166.04
153.31,172.15,165
152.53,171.43,163.93
151.75,170.6,162.94
151.08,169.94,162.06
150.6,169.41,161.35
150.16,169.01,160.88
149.72,168.56,160.38
149.36,168.15,159.89
149.1,167.83,159.45
148.93,167.4,159.05
148.88,167.3,158.92
149.11,167.3,159.01
149.51,167.32,159.18
149.86,167.39,159.49
150.26,167.13,159.8
150.28,166.21,159.31
149.22,164.35,157.45
146.94,160.15,153.47
138.25,150.82,144.78
125.36,136.63,131.18
107.6,118.16,115.25
86.32,96.56,98.3
66.97,73.24,82.14
48.16,52.24,64.78
33.63,38.02,53.02
24.39,30.89,43.41
17.1,24.81,36.72
12.38,20.2,31.04
8.67,17.04,27.49
5.44,14.86,25.12
3.18,13.52,24.03
1.59,12.61,23.21
0.36,12.08,22.61
-0.51,11.29,22
-1.18,10.62,21.35
-1.67,10.27,20.78
-1.94,9.92,20.01
-2.23,9.48,19.31
-2.36,9.33,18.66
-2.45,8.98,17.84
-2.61,8.53,16.93
-2.77,8,16.25
-2.89,7.76,15.98
-2.84,7.84,16.13
-2.74,7.97,16.19
-2.69,8.12,16.33
-2.65,8.3,16.46
-2.64,8.38,16.45
-2.59,8.4,16.3
-2.59,8.32,16.01
-2.62,8.32,15.82
-2.54,8.44,15.96
-2.54,8.58,16.04
-2.53,8.62,16.13
-2.54,8.53,16.04
-2.49,8.54,16.08
-2.45,8.62,16.11
-2.38,8.77,16.07
-2.34,8.84,15.98
-2.3,8.8,15.8
-2.3,8.74,15.62
-2.39,8.65,15.62
-2.42,8.67,15.66
-2.37,8.82,15.74
-2.3,8.97,15.84
-2.25,9.05,15.86
-2.2,9.03,15.76
-2.25,8.99,15.64
-2.3,8.9,15.51
-2.31,8.91,15.48
-2.18,8.95,15.43
-2.12,8.98,15.49
-2.07,9.13,15.58
-2.01,9.22,15.7
-2.01,9.36,15.76
-1.97,9.41,15.75
-1.9,9.5,15.68
-1.86,9.62,15.74
-1.88,9.62,15.72
-1.75,9.69,15.74
-1.61,9.77,15.68
-1.55,9.79,15.72
-1.58,9.91,15.79
-1.53,9.89,15.82
-1.46,9.95,15.81
-1.49,9.95,15.85
-1.45,9.98,15.83
-1.41,9.98,15.88
-1.36,10.17,15.97
-1.23,10.27,16.06
-1.16,10.44,16.12
-1.05,10.46,16.13
-1.11,10.41,16.07
-1.12,10.33,16
-1.15,10.35,15.98
-1.05,10.39,16.01
-1.01,10.51,16.06
-0.95,10.55,16.15
-0.91,10.61,16.09
-0.88,10.61,16.1
-0.87,10.53,15.97
-0.87,10.5,15.91
-0.8,10.51,15.95
-0.79,10.58,15.98
-0.69,10.64,15.99
-0.62,10.7,16.06
-0.53,10.76,16.11
-0.49,10.8,16.13
-0.49,10.84,16.19
-0.42,10.93,16.25
-0.23,11.02,16.38
-0.25,11.19,16.54
-0.08,11.33,16.72
0,11.45,16.92
0.22,11.72,17.14
0.41,11.94,17.37
0.8,12.17,17.64
1.28,12.49,17.87
1.6,12.82,18.15
1.94,13.24,18.56
2.38,13.81,18.87
2.84,14.42,19.13
3.29,14.94,19.54
3.8,15.72,20.07
4.38,16.73,20.65
4.96,17.7,21.24
5.52,18.58,21.99
6.15,19.55,22.8
6.87,20.74,23.85
7.77,22.24,24.83
8.79,23.95,25.94
9.78,26.16,27.33
10.85,28.76,29
12.12,31.42,30.8
13.57,33.6,32.56
15.08,35.75,34.52
16.75,38.11,36.48
18.76,40.9,38.63
20.95,43.69,40.56
23.55,46.59,42.67
27.67,50.14,45.47
33.39,54.36,49.5
39.92,59.11,54.13
46.1,63.51,58.79
50.63,66.82,62.53
54.43,70.1,66.38
58.24,73.34,70.1
62.05,76.5,73.44
65.31,79,75.95
68.35,81.26,78.16
71.22,83.26,80.17
74.17,85.67,82.52
77.17,88.16,85.23
79.78,90.29,87.53
82.38,92.4,89.7
84.91,94.69,92.29
87.43,97.09,95.01
90.46,100.28,98.67
93.82,103.87,102.21
96.86,106.97,105.26
99.2,109.23,107.74
100.74,110.86,109.64
102.39,112.82,111.63
104.16,114.69,113.53
105.62,116.39,115.32
107.47,118.36,117.49
110.11,120.72,120.02
113.39,123.68,123.16
115.57,125.78,125.17
117.35,127.5,126.78
118.75,128.74,127.87
119.92,129.84,129.09
121.48,131.41,130.39
122.94,133.07,131.73
124.37,134.83,132.48
125.99,136.77,133.99
127.38,138.4,135.28
128.66,139.88,136.38
129.64,140.93,137.27
130.51,142.1,138.15
131.43,143.17,138.88
132.08,143.84,139.36
132.6,144.44,139.88
132.93,144.66,140.05
133,144.67,140.16
133.2,144.65,140.21
133.34,144.77,140.31
133.46,144.82,140.42
133.5,144.83,140.48
133.49,144.8,140.48
133.42,144.74,140.47
133.29,144.68,140.45
133.27,144.52,140.44
133.13,144.23,140.26
132.96,144.01,140.08
132.86,143.9,140.09
132.79,143.91,139.99
132.73,143.81,139.9
132.55,143.72,139.78
132.65,143.66,139.69
132.54,143.57,139.62
132.46,143.62,139.7
132.4,143.67,139.73
132.39,143.68,139.78
132.35,143.59,139.67
132.34,143.63,139.63
132.4,143.66,139.71
132.39,143.91,139.9
132.5,144.19,140.09
132.64,144.45,140.42
132.65,144.6,140.58
132.68,144.69,140.66
132.67,144.64,140.59
132.7,144.62,140.6
132.74,144.67,140.66
132.76,144.69,140.78
132.74,144.66,140.73
132.71,144.66,140.71
132.7,144.6,140.66
132.69,144.54,140.6
132.64,144.48,140.6
132.58,144.54,140.73
132.55,144.54,140.69
132.58,144.5,140.63
132.53,144.55,140.6
132.5,144.42,140.54
132.36,144.37,140.5
132.38,144.31,140.45
132.42,144.38,140.56
132.41,144.31,140.5
132.39,144.3,140.52
132.29,144.3,140.43
132.3,144.24,140.4
132.29,144.16,140.3
132.22,144.17,140.29
132.26,144.19,140.34
132.26,144.19,140.29
132.24,144.18,140.31
132.24,144.22,140.38
132.28,144.24,140.33
132.2,144.14,140.33
132.19,144.17,140.35
132.16,144.12,140.36
132.13,144.03,140.32
132.06,144.06,140.28
132.08,144.13,140.4
132.07,144.1,140.4
132.07,144.09,140.37
132.12,144.12,140.35
132.11,144.09,140.37
132.1,144.06,140.33
132.09,144.13,140.38
132.07,144.07,140.34
132.03,144.05,140.39
132.01,144.03,140.36
131.97,144.02,140.35
131.97,144.06,140.33
131.94,143.99,140.35
131.94,143.99,140.31
131.97,143.99,140.32
131.95,144.04,140.36
131.97,143.98,140.36
132.02,143.97,140.3
131.91,143.94,140.26
131.93,143.95,140.26
131.92,143.9,140.3
131.89,143.96,140.31
131.89,143.94,140.31
131.87,143.97,140.33
131.86,143.91,140.34
131.85,143.92,140.32
131.77,143.91,140.28
131.8,143.89,140.27
131.8,143.93,140.35
131.77,143.89,140.26
131.83,143.86,140.21
