Anger_Index ,Anger_Middle,Anger_Ring
131.75,143.9,140.25
131.75,143.91,140.33
131.73,143.82,140.26
131.72,143.84,140.29
131.78,143.82,140.25
131.73,143.79,140.23
131.77,143.84,140.25
131.74,143.81,140.24
131.73,143.78,140.22
131.71,143.74,140.23
131.65,143.74,140.18
131.68,143.73,140.21
131.63,143.7,140.14
131.61,143.61,140.16
131.68,143.69,140.16
131.63,143.67,140.14
131.63,143.62,140.12
131.62,143.65,140.12
131.65,143.59,140.06
131.56,143.57,140.04
131.59,143.5,140.05
131.54,143.51,140.03
131.57,143.52,140.01
131.54,143.52,140.01
131.54,143.52,140.04
131.51,143.51,140.08
131.51,143.55,140.03
131.48,143.52,140.04
131.48,143.5,140.07
131.48,143.55,140.02
131.53,143.51,140.09
131.47,143.49,139.96
131.4,143.46,139.96
131.45,143.47,139.99
131.35,143.39,139.96
131.45,143.36,140.01
131.48,143.42,140.02
131.41,143.46,139.92
131.37,143.41,139.91
131.4,143.44,139.92
131.45,143.45,139.94
131.39,143.46,139.98
131.46,143.47,139.97
131.39,143.41,139.98
131.41,143.4,139.96
131.4,143.48,139.97
131.38,143.42,140
131.42,143.4,139.97
131.41,143.45,139.96
131.46,143.49,139.97
131.43,143.43,139.96
131.46,143.41,140.01
131.35,143.43,139.97
131.42,143.43,139.98
131.31,143.44,139.94
131.38,143.4,139.95
131.4,143.46,140
131.39,143.42,139.95
131.43,143.42,139.99
131.48,143.42,139.99
131.37,143.38,140
131.39,143.41,140.01
131.43,143.37,139.94
131.35,143.41,139.96
131.43,143.36,139.93
131.45,143.36,139.95
131.4,143.35,139.92
131.34,143.35,139.92
131.38,143.33,139.91
131.3,143.38,139.94
131.32,143.32,139.96
131.3,143.35,139.9
131.28,143.35,139.93
131.26,143.32,139.89
131.3,143.35,139.9
131.35,143.36,139.9
131.3,143.32,139.92
131.29,143.34,139.91
131.31,143.34,139.91
131.36,143.34,139.89
131.29,143.27,139.84
131.24,143.27,139.89
131.3,143.26,139.84
131.32,143.31,139.89
131.31,143.34,139.91
131.33,143.26,139.89
131.35,143.32,139.86
131.28,143.26,139.82
131.31,143.26,139.82
131.34,143.23,139.85
131.27,143.24,139.88
131.3,143.26,139.82
131.27,143.28,139.89
131.28,143.33,139.87
131.27,143.24,139.85
131.24,143.3,139.79
131.25,143.24,139.88
131.28,143.21,139.83
131.24,143.27,139.8
131.25,143.23,139.82
131.25,143.24,139.86
131.27,143.22,139.8
131.25,143.22,139.8
131.27,143.23,139.81
131.24,143.25,139.86
131.22,143.23,139.79
131.22,143.27,139.79
131.22,143.24,139.81
131.24,143.21,139.79
131.25,143.2,139.8
131.22,143.17,139.81
131.2,143.15,139.77
131.2,143.16,139.82
131.19,143.18,139.75
131.22,143.19,139.83
131.17,143.24,139.82
131.2,143.2,139.81
131.23,143.26,139.83
131.17,143.22,139.79
131.17,143.15,139.8
131.22,143.21,139.83
131.21,143.17,139.78
131.15,143.23,139.81
131.16,143.13,139.78
131.23,143.13,139.74
131.15,143.15,139.79
131.2,143.14,139.74
131.12,143.16,139.73
131.2,143.17,139.77
131.21,143.14,139.78
131.1,143.13,139.77
131.21,143.16,139.78
131.17,143.2,139.76
131.19,143.16,139.75
131.19,143.12,139.81
131.21,143.18,139.78
131.18,143.19,139.75
131.18,143.17,139.76
131.19,143.17,139.77
131.19,143.19,139.7
131.17,143.15,139.71
131.17,143.14,139.74
131.26,143.14,139.75
131.26,143.15,139.79
131.12,143.17,139.73
131.21,143.14,139.75
131.18,143.18,139.73
131.17,143.15,139.8
131.24,143.18,139.79
131.22,143.15,139.82
131.2,143.17,139.75
131.07,143.11,139.64
131.13,143.21,139.78
131.14,143.14,139.75
131.22,143.13,139.73
131.17,143.15,139.72
131.16,143.08,139.71
131.18,143.17,139.75
131.14,143.15,139.75
131.1,143.14,139.72
131.1,143.07,139.66
131.08,143.08,139.69
131.15,143.05,139.71
131.04,143.08,139.64
131.08,143.1,139.68
131.07,143.04,139.71
131.08,143.07,139.71
131.11,143.1,139.64
131.07,143.05,139.69
131.15,143.07,139.72
131.11,143.09,139.65
131.08,143.06,139.67
131.1,143.05,139.64
131.12,143.08,139.73
131.1,143.08,139.71
131.04,143.07,139.74
131.09,143.05,139.65
131.03,143.01,139.68
131.06,143.04,139.64
131.11,143.04,139.64
131.08,143.04,139.68
131.09,143.01,139.62
131.08,143,139.69
131.09,143.04,139.63
131.1,143.07,139.66
131.07,143.01,139.68
131.08,143.06,139.66
131.1,143.02,139.7
131.12,143.08,139.67
131.07,143.01,139.63
131.02,143.06,139.71
131.07,143.05,139.67
131.14,143.06,139.68
131.1,143.07,139.69
131.08,143.05,139.65
131.14,143.11,139.66
131.12,143.03,139.64
131.08,143.06,139.64
131.17,143.03,139.67
131.06,143.04,139.64
131.06,143.03,139.66
131.06,143.05,139.67
131.1,143.09,139.64
131.11,143.06,139.67
131.1,143.06,139.7
131.1,142.97,139.66
131.1,143.01,139.68
131.08,143.02,139.66
131.1,143,139.66
131.19,143.07,139.72
131.19,143.06,139.7
131.15,143.09,139.71
131.1,143.08,139.7
131.1,143.03,139.66
131.17,143.02,139.71
131.19,143.02,139.71
131.17,143.04,139.7
131.23,143.07,139.67
131.18,143.02,139.66
131.15,143.06,139.66
131.15,143.01,139.68
131.14,143.04,139.69
131.2,143.01,139.65
131.17,143,139.65
131.12,143.06,139.68
131.14,143.04,139.63
131.17,143.01,139.63
131.15,143.01,139.69
131.16,143.01,139.7
131.11,143.01,139.61
131.15,143.04,139.66
131.18,143.02,139.65
131.15,143.04,139.64
131.15,143.05,139.65
131.12,143,139.66
131.13,142.97,139.62
131.13,143.02,139.61
131.1,142.99,139.65
131.17,142.99,139.62
131.2,142.98,139.68
131.15,143.05,139.65
131.14,143.02,139.65
131.12,143.02,139.68
131.12,143.01,139.61
131.14,143,139.63
131.17,143.04,139.68
131.13,143.03,139.64
131.13,143,139.69
131.12,143.04,139.66
131.17,143.03,139.67
131.14,142.99,139.71
131.13,143.04,139.66
131.19,142.97,139.64
131.18,143.02,139.67
131.17,143.03,139.61
131.16,142.98,139.65
131.26,142.99,139.7
131.2,143.08,139.64
131.19,143.08,139.68
131.17,143.06,139.66
131.19,143.07,139.68
131.14,143.03,139.68
131.16,143,139.63
131.21,143.08,139.67
131.21,143.03,139.66
131.15,143.02,139.64
131.23,143.01,139.68
131.17,143.04,139.67
131.22,142.98,139.64
131.2,143.01,139.63
131.18,143.05,139.69
131.21,143.04,139.65
131.14,143.07,139.72
131.15,143.04,139.66
131.18,143.02,139.68
131.14,143,139.69
131.14,143,139.64
131.17,142.99,139.61
131.17,142.95,139.66
131.11,143.03,139.67
131.15,143,139.6
131.17,142.97,139.62
131.11,143.02,139.63
131.1,142.97,139.67
131.1,142.98,139.58
131.1,142.93,139.66
131.12,142.94,139.67
131.11,142.97,139.59
131.1,142.95,139.61
131.11,142.94,139.58
131.12,142.93,139.6
131.18,142.92,139.65
131.18,142.99,139.63
131.13,142.93,139.54
131.13,142.95,139.68
131.09,142.95,139.58
131.14,142.99,139.62
131.04,142.96,139.68
131.09,142.98,139.62
131.14,142.94,139.65
131.1,142.92,139.61
131.17,142.96,139.65
131.16,142.93,139.62
131.19,142.96,139.61
131.12,142.94,139.61
131.12,142.94,139.59
131.07,142.96,139.61
131.15,142.98,139.6
131.12,142.91,139.61
131.09,142.94,139.54
131.15,142.92,139.58
131.12,142.95,139.61
131.11,142.92,139.62
131.09,142.9,139.6
131.15,142.93,139.57
131.08,142.95,139.56
131.06,142.91,139.58
131.09,142.92,139.6
131.1,142.94,139.61
131.11,142.93,139.6
131.1,142.94,139.55
131.09,142.91,139.58
131.12,142.97,139.63
131.13,142.92,139.58
131.11,142.91,139.62
131.09,142.91,139.59
131.03,142.91,139.62
131.09,142.92,139.58
131.04,142.88,139.54
131.13,142.88,139.52
131.02,142.91,139.58
131.06,142.85,139.57
131.05,142.91,139.56
131.05,142.92,139.56
131.13,142.85,139.57
131.05,142.88,139.56
131.05,142.83,139.59
131.09,142.86,139.53
131.08,142.88,139.62
131.11,142.87,139.53
131.05,142.81,139.53
131.05,142.86,139.52
131.01,142.84,139.53
130.97,142.82,139.52
131.08,142.85,139.53
131.02,142.85,139.54
131.05,142.83,139.56
130.98,142.84,139.49
131.12,142.83,139.5
131.09,142.85,139.51
130.99,142.84,139.43
130.94,142.8,139.41
130.97,142.77,139.43
130.97,142.72,139.36
131,142.68,139.36
130.94,142.66,139.33
130.98,142.63,139.29
130.95,142.66,139.33
130.98,142.72,139.32
130.95,142.7,139.32
130.89,142.71,139.32
130.91,142.63,139.28
130.91,142.64,139.31
130.9,142.7,139.34
130.94,142.65,139.32
130.97,142.68,139.35
130.92,142.69,139.31
130.89,142.71,139.42
130.94,142.73,139.39
130.92,142.74,139.37
130.95,142.56,139.33
130.92,142.7,139.38
130.91,142.7,139.35
130.91,142.66,139.37
130.88,142.66,139.31
130.9,142.68,139.3
130.92,142.7,139.35
130.95,142.69,139.33
130.9,142.74,139.33
130.94,142.66,139.37
130.97,142.73,139.38
130.94,142.68,139.36
130.97,142.72,139.36
130.94,142.78,139.41
131,142.77,139.48
130.97,142.82,139.49
130.97,142.82,139.49
130.92,142.85,139.51
131.02,142.86,139.49
131,142.89,139.56
130.91,142.84,139.56
130.96,142.88,139.49
130.94,142.83,139.49
130.94,142.84,139.46
130.91,142.78,139.41
130.89,142.8,139.45
130.95,142.69,139.4
130.88,142.75,139.37
130.9,142.71,139.34
130.85,142.67,139.32
130.83,142.7,139.3
130.91,142.69,139.29
130.91,142.64,139.34
130.94,142.65,139.39
130.94,142.7,139.39
130.92,142.74,139.39
130.9,142.72,139.4
130.93,142.74,139.38
130.9,142.72,139.32
130.9,142.72,139.4
130.9,142.71,139.34
130.86,142.74,139.37
130.94,142.75,139.38
130.82,142.69,139.37
130.85,142.74,139.33
130.87,142.72,139.33
130.88,142.68,139.24
130.84,142.62,139.31
130.81,142.67,139.29
130.83,142.62,139.27
130.82,142.69,139.3
130.84,142.7,139.35
130.86,142.69,139.34
130.88,142.65,139.36
130.9,142.67,139.38
130.85,142.69,139.44
130.91,142.66,139.42
130.82,142.7,139.43
130.87,142.72,139.46
130.86,142.76,139.45
130.83,142.67,139.41
130.9,142.72,139.42
130.94,142.66,139.4
130.88,142.63,139.34
130.86,142.6,139.28
130.87,142.61,139.28
130.81,142.59,139.25
130.78,142.55,139.29
130.81,142.57,139.25
130.81,142.61,139.24
130.79,142.53,139.18
130.8,142.55,139.17
130.91,142.58,139.28
130.79,142.53,139.18
130.81,142.52,139.22
130.83,142.56,139.26
130.77,142.54,139.18
130.83,142.55,139.2
130.87,142.53,139.18
130.75,142.5,139.17
130.79,142.5,139.13
130.8,142.53,139.19
130.81,142.57,139.16
130.79,142.56,139.18
130.79,142.51,139.21
130.83,142.56,139.2
130.84,142.59,139.2
130.8,142.58,139.18
130.78,142.64,139.28
130.87,142.54,139.22
130.85,142.62,139.3
130.87,142.6,139.32
130.79,142.66,139.26
130.83,142.59,139.28
130.88,142.59,139.26
130.84,142.62,139.29
130.81,142.63,139.21
130.8,142.64,139.24
130.8,142.57,139.21
130.79,142.56,139.17
130.81,142.6,139.16
130.8,142.61,139.19
130.77,142.61,139.23
130.82,142.57,139.19
130.83,142.63,139.22
130.89,142.59,139.19
130.82,142.59,139.2
130.85,142.57,139.18
130.79,142.58,139.19
130.81,142.62,139.2
130.84,142.61,139.24
130.88,142.61,139.28
130.81,142.62,139.25
130.83,142.63,139.21
130.86,142.64,139.28
130.83,142.63,139.16
130.89,142.61,139.23
130.87,142.58,139.13
130.88,142.59,139.22
130.77,142.6,139.2
130.84,142.55,139.17
130.8,142.59,139.2
130.85,142.57,139.23
130.88,142.58,139.21
130.85,142.59,139.24
130.88,142.62,139.2
130.9,142.58,139.19
130.9,142.6,139.19
130.9,142.58,139.24
130.8,142.61,139.24
130.82,142.6,139.26
130.77,142.65,139.2
130.82,142.64,139.18
130.84,142.59,139.19
130.82,142.58,139.24
130.85,142.54,139.16
130.84,142.57,139.17
130.81,142.6,139.18
130.87,142.6,139.25
130.82,142.56,139.17
130.83,142.62,139.22
130.85,142.58,139.19
130.86,142.66,139.42
130.82,142.61,139.23
130.82,142.62,139.2
130.79,142.61,139.23
130.83,142.6,139.22
130.86,142.56,139.17
130.82,142.6,139.16
130.9,142.55,139.19
130.82,142.6,139.19
130.82,142.57,139.21
130.87,142.58,139.22
130.87,142.6,139.24
130.88,142.55,139.15
130.88,142.58,139.16
130.88,142.58,139.23
130.88,142.61,139.23
130.87,142.61,139.25
130.89,142.61,139.22
130.88,142.64,139.3
130.91,142.62,139.28
130.89,142.57,139.22
130.86,142.57,139.21
130.91,142.62,139.23
130.88,142.66,139.21
130.92,142.65,139.3
130.9,142.67,139.29
130.87,142.67,139.27
130.81,142.6,139.23
130.86,142.63,139.33
130.82,142.67,139.32
130.86,142.67,139.34
130.83,142.65,139.31
130.89,142.63,139.28
130.93,142.65,139.29
130.86,142.63,139.28
130.94,142.65,139.26
130.89,142.64,139.29
130.92,142.62,139.3
130.92,142.66,139.31
130.84,142.68,139.27
130.89,142.67,139.34
130.94,142.67,139.29
130.9,142.67,139.35
130.94,142.66,139.3
130.87,142.67,139.29
130.91,142.68,139.29
130.89,142.66,139.32
130.87,142.66,139.33
130.9,142.69,139.29
130.91,142.66,139.32
130.88,142.67,139.34
130.88,142.65,139.35
130.92,142.66,139.35
130.9,142.65,139.31
130.92,142.65,139.31
130.94,142.61,139.28
130.91,142.64,139.29
130.93,142.68,139.34
130.96,142.64,139.31
130.97,142.62,139.29
130.93,142.65,139.29
130.98,142.65,139.3
130.89,142.66,139.31
130.9,142.64,139.3
130.93,142.65,139.28
130.92,142.67,139.3
130.93,142.62,139.31
130.97,142.67,139.28
130.92,142.69,139.33
130.93,142.65,139.28
130.96,142.67,139.31
130.97,142.68,139.28
130.94,142.65,139.31
130.91,142.62,139.3
130.94,142.65,139.29
130.97,142.66,139.33
130.92,142.62,139.33
130.93,142.71,139.32
130.94,142.7,139.3
130.96,142.68,139.36
130.91,142.71,139.33
130.94,142.66,139.32
130.94,142.65,139.3
130.98,142.71,139.33
130.91,142.71,139.32
130.94,142.6,139.31
130.91,142.66,139.31
131.02,142.66,139.32
130.9,142.65,139.35
130.95,142.64,139.35
130.95,142.66,139.29
130.99,142.64,139.33
130.95,142.63,139.37
130.98,142.69,139.37
130.98,142.6,139.33
130.94,142.63,139.32
130.98,142.66,139.3
130.95,142.65,139.33
130.97,142.63,139.32
130.95,142.67,139.31
130.99,142.66,139.31
130.99,142.64,139.28
130.99,142.6,139.3
130.93,142.65,139.3
130.96,142.64,139.32
130.94,142.62,139.31
130.99,142.63,139.28
130.9,142.62,139.3
130.91,142.62,139.28
130.91,142.64,139.31
130.93,142.64,139.28
130.94,142.63,139.32
130.95,142.6,139.34
130.94,142.59,139.3
130.9,142.64,139.32
130.89,142.63,139.27
130.89,142.62,139.27
130.91,142.66,139.3
130.9,142.58,139.29
130.92,142.61,139.28
130.89,142.65,139.25
130.88,142.61,139.29
130.93,142.65,139.31
130.9,142.62,139.29
130.95,142.63,139.28
130.91,142.62,139.28
130.96,142.61,139.28
130.94,142.61,139.31
130.96,142.67,139.32
130.98,142.65,139.28
130.96,142.66,139.3
130.96,142.65,139.32
130.93,142.65,139.28
130.95,142.6,139.3
130.96,142.67,139.32
130.93,142.66,139.29
130.96,142.6,139.36
130.89,142.61,139.3
130.97,142.69,139.33
130.99,142.63,139.31
131.02,142.64,139.37
130.97,142.66,139.36
130.99,142.62,139.34
130.93,142.6,139.36
131.02,142.61,139.34
130.99,142.63,139.29
130.93,142.65,139.3
130.97,142.64,139.35
130.94,142.64,139.34
130.97,142.62,139.32
130.95,142.64,139.29
130.98,142.64,139.28
131.04,142.57,139.28
130.99,142.61,139.34
130.97,142.64,139.27
130.94,142.61,139.32
131.02,142.6,139.28
130.98,142.59,139.28
130.94,142.62,139.38
130.9,142.63,139.37
130.94,142.66,139.34
130.95,142.64,139.28
130.94,142.63,139.35
130.91,142.68,139.37
130.94,142.65,139.31
130.96,142.66,139.38
130.94,142.61,139.32
130.91,142.63,139.33
130.93,142.65,139.37
130.93,142.63,139.33
130.86,142.58,139.32
130.91,142.64,139.32
130.88,142.66,139.3
130.9,142.6,139.31
130.87,142.66,139.33
130.92,142.63,139.38
130.9,142.62,139.33
130.99,142.6,139.33
130.94,142.53,139.32
130.95,142.63,139.33
130.94,142.6,139.36
130.94,142.64,139.33
130.92,142.63,139.34
130.92,142.62,139.37
130.96,142.65,139.38
130.94,142.65,139.32
131,142.62,139.34
130.94,142.7,139.4
130.94,142.65,139.37
130.94,142.66,139.43
130.95,142.63,139.35
130.94,142.66,139.39
131.02,142.66,139.36
130.95,142.67,139.38
131.01,142.68,139.38
130.98,142.64,139.38
130.96,142.7,139.42
130.96,142.68,139.42
130.99,142.68,139.4
130.97,142.66,139.42
130.93,142.69,139.37
130.91,142.68,139.39
130.97,142.68,139.42
131.01,142.68,139.41
130.96,142.65,139.33
131,142.65,139.39
131,142.66,139.37
130.99,142.65,139.4
131.02,142.68,139.38
130.92,142.71,139.43
130.99,142.64,139.42
131.04,142.69,139.45
131,142.66,139.45
131.01,142.7,139.43
130.96,142.73,139.42
130.99,142.69,139.4
130.99,142.67,139.42
130.98,142.7,139.41
131.02,142.64,139.43
131,142.66,139.42
131.02,142.67,139.42
131.01,142.73,139.44
131,142.7,139.45
131.01,142.64,139.41
131,142.69,139.43
130.95,142.7,139.42
131.01,142.67,139.41
131.05,142.65,139.43
131.05,142.63,139.43
131.01,142.65,139.4
131.02,142.66,139.41
130.95,142.67,139.38
130.98,142.67,139.41
131,142.69,139.4
131.03,142.7,139.4
131.02,142.67,139.44
131,142.73,139.39
131.02,142.65,139.33
130.98,142.65,139.38
131.06,142.7,139.43
131.01,142.65,139.38
131,142.68,139.39
131.02,142.68,139.44
131.02,142.66,139.37
130.98,142.7,139.39
131.01,142.74,139.46
131.02,142.81,139.39
130.97,142.71,139.43
130.98,142.67,139.42
130.98,142.68,139.42
130.98,142.67,139.37
131.02,142.65,139.39
130.97,142.71,139.38
131,142.64,139.44
130.98,142.68,139.43
130.93,142.68,139.41
130.97,142.67,139.37
130.98,142.67,139.44
131,142.69,139.37
131,142.7,139.46
131,142.7,139.4
130.97,142.7,139.43
130.99,142.67,139.43
130.99,142.69,139.39
131.02,142.66,139.38
131.01,142.65,139.36
131,142.63,139.44
131.09,142.69,139.39
131.04,142.69,139.41
131.04,142.66,139.43
131.02,142.7,139.48
130.98,142.68,139.43
131.03,142.66,139.42
130.99,142.62,139.38
130.94,142.67,139.44
131.01,142.67,139.41
130.99,142.71,139.45
130.99,142.67,139.48
131.09,142.64,139.37
131.09,142.68,139.39
131.06,142.67,139.46
131.02,142.68,139.37
130.97,142.73,139.39
130.95,142.66,139.4
130.97,142.64,139.43
131.02,142.63,139.37
131,142.64,139.38
131,142.66,139.4
131.01,142.66,139.42
130.98,142.68,139.45
130.98,142.67,139.43
131.01,142.64,139.39
130.97,142.66,139.39
131,142.63,139.42
131.01,142.62,139.37
130.96,142.62,139.42
130.99,142.65,139.41
131.09,142.66,139.41
131.02,142.66,139.37
131.09,142.64,139.38
131,142.67,139.43
130.97,142.64,139.34
131,142.65,139.36
131.02,142.63,139.38
131.03,142.66,139.36
131.06,142.66,139.42
131.05,142.68,139.4
131.04,142.68,139.42
131.06,142.68,139.44
131.05,142.64,139.38
130.99,142.64,139.42
131,142.68,139.42
131.02,142.61,139.4
131.02,142.63,139.45
131.03,142.65,139.4
131.06,142.65,139.37
131.03,142.64,139.39
131.04,142.61,139.32
131.11,142.65,139.39
131.06,142.65,139.4
131.03,142.68,139.41
131.06,142.6,139.28
131.04,142.68,139.43
131.07,142.64,139.4
131.01,142.69,139.43
131.03,142.66,139.41
131.08,142.67,139.4
131.06,142.64,139.36
131.07,142.62,139.38
131.08,142.69,139.44
131.03,142.71,139.42
131.08,142.64,139.41
131.07,142.64,139.43
131.06,142.63,139.42
131.07,142.66,139.39
131.05,142.62,139.39
131.03,142.67,139.4
131.04,142.64,139.36
131.09,142.69,139.38
131.06,142.65,139.42
130.97,142.64,139.47
131.09,142.69,139.45
131.03,142.61,139.37
131.03,142.62,139.38
131.02,142.66,139.37
130.99,142.61,139.4
131,142.68,139.4
131.09,142.62,139.48
131.03,142.68,139.42
131.11,142.66,139.39
131.08,142.62,139.4
131.03,142.65,139.39
131.05,142.63,139.4
131.03,142.65,139.42
131.1,142.65,139.42
131.05,142.64,139.44
131.09,142.68,139.44
131.04,142.65,139.42
131.09,142.67,139.41
131.07,142.63,139.4
131.15,142.67,139.45
131.04,142.67,139.41
131.1,142.64,139.4
131.01,142.64,139.41
131.03,142.7,139.42
131.08,142.63,139.41
131.03,142.69,139.42
131.09,142.66,139.4
131.09,142.68,139.44
131.11,142.68,139.47
131.08,142.66,139.4
131.04,142.66,139.42
131,142.65,139.41
131.07,142.66,139.43
131.05,142.67,139.46
131.03,142.67,139.42
131.01,142.67,139.4
131.06,142.68,139.48
131.07,142.68,139.37
131.04,142.66,139.42
131.07,142.62,139.41
131.11,142.7,139.46
131.11,142.7,139.44
131.02,142.68,139.42
131.09,142.69,139.45
131.06,142.66,139.38
131.08,142.66,139.46
131.04,142.65,139.41
131.04,142.68,139.43
131.07,142.7,139.42
131.03,142.69,139.43
131.13,142.7,139.48
131.08,142.68,139.47
131.1,142.7,139.44
131.08,142.65,139.43
131.1,142.67,139.45
131.07,142.68,139.42
131.09,142.67,139.41
131.11,142.66,139.45
131.09,142.66,139.46
131.08,142.66,139.46
131.13,142.65,139.46
131.1,142.68,139.36
131.07,142.69,139.45
131.04,142.65,139.39
131.09,142.69,139.45
131.12,142.68,139.43
131.08,142.68,139.44
131.1,142.66,139.45
131.07,142.67,139.49
131.14,142.66,139.41
131.1,142.67,139.5
131.06,142.67,139.44
131.15,142.67,139.47
131.08,142.67,139.47
131.11,142.66,139.43
131.09,142.66,139.43
131.06,142.7,139.48
131.11,142.67,139.46
131.11,142.68,139.44
131.07,142.66,139.48
131.05,142.66,139.42
131.13,142.66,139.43
131.1,142.66,139.49
131.12,142.67,139.45
131.12,142.67,139.49
131.07,142.69,139.45
131.15,142.71,139.42
131.01,142.69,139.46
131.1,142.68,139.47
131.1,142.7,139.51
131.1,142.69,139.48
131.09,142.69,139.45
131.06,142.67,139.47
131.1,142.7,139.44
131.15,142.66,139.44
131.15,142.7,139.44
131.16,142.67,139.48
131.09,142.67,139.48
131.07,142.67,139.43
131.16,142.7,139.49
131.19,142.7,139.52
131.14,142.7,139.44
131.17,142.66,139.43
131.12,142.68,139.49
131.12,142.7,139.45
131.16,142.73,139.49
131.11,142.71,139.5
131.12,142.7,139.5
131.11,142.7,139.46
131.18,142.74,139.48
131.18,142.71,139.43
131.15,142.67,139.51
131.17,142.72,139.55
131.15,142.7,139.53
131.18,142.72,139.46
131.16,142.68,139.49
131.07,142.72,139.47
131.15,142.65,139.49
131.1,142.71,139.42
131.09,142.65,139.45
131.06,142.7,139.56
131.11,142.66,139.46
131.12,142.67,139.49
131.08,142.68,139.56
131.13,142.7,139.5
131.12,142.73,139.49
131.09,142.7,139.44
131.09,142.65,139.46
131.06,142.72,139.56
131.1,142.64,139.46
131.11,142.66,139.47
131.16,142.64,139.46
131.1,142.64,139.43
131.12,142.67,139.51
131.09,142.68,139.5
