Index finger,Middle finger,Ring  finger
162.83,164.98,171.95
162.8,164.92,171.85
162.73,164.83,171.75
162.69,164.67,171.61
162.64,164.56,171.43
162.56,164.44,171.31
162.56,164.32,171.04
162.43,164.09,170.82
162.28,163.8,170.37
162.05,163.42,169.95
161.65,163.06,169.56
161.4,162.78,169.21
161.14,162.54,168.89
160.96,162.33,168.65
160.61,162.05,168.27
160.23,161.71,167.8
159.75,161.21,167.21
159.18,160.69,166.63
158.88,160.35,166.26
158.6,160.06,165.92
158.43,159.88,165.68
158.27,159.73,165.51
158.09,159.57,165.18
157.86,159.22,164.73
157.27,158.69,163.91
156.32,157.75,162.79
155.18,156.82,161.65
154.19,155.99,160.75
153.49,155.52,160.25
153.03,155.06,159.86
152.58,154.71,159.45
152.09,154.24,158.93
151.39,153.65,158.17
150.41,152.78,157.16
149.16,151.69,155.98
147.93,150.78,154.97
146.95,150.01,154.27
146.21,149.44,153.7
145.5,148.94,153.15
144.85,148.4,152.65
144.12,147.9,152
143.26,147.15,151.09
142.08,146.17,149.8
140.44,144.68,148
138.26,142.79,145.76
135.68,140.63,143.27
133.06,138.45,140.95
131.18,136.66,139.15
129.7,135.39,137.84
128.6,134.46,136.97
127.72,133.78,136.28
126.87,133.04,135.48
125.86,132.15,134.46
124.65,130.96,133.1
123.32,129.44,131.42
121.7,127.62,129.51
120.01,125.85,127.65
118.59,124.36,126.06
117.4,123.05,124.69
116.38,121.95,123.59
115.4,120.85,122.51
114.3,119.73,121.34
113.15,118.45,120.06
111.7,116.92,118.45
110.07,115.17,116.63
108.29,113.31,114.89
106.54,111.55,113.45
105.05,110.06,112.08
103.96,108.93,111.08
103.05,107.92,110.09
102.09,106.9,109.01
101.02,105.74,107.8
99.75,104.35,106.57
98.28,102.84,105.01
96.81,101.3,104.2
95.58,99.98,103.06
94.63,99.04,102.23
93.78,98.09,102.37
92.97,97.26,101.53
92.06,96.22,100.57
91.04,95.43,99.43
89.89,94.37,98.31
88.58,93.18,97.17
87.46,92.19,96.21
86.51,91.22,95.39
85.6,90.34,94.64
85.1,89.6,93.92
84.2,88.71,93.11
83.32,87.83,92.23
82.36,86.83,91.33
81.47,85.89,90.46
80.6,85,89.67
79.77,84.16,88.94
78.9,83.3,88.17
78.11,82.38,87.35
77.32,81.56,86.58
76.55,80.72,85.87
75.81,79.87,85.14
75.04,79.16,84.58
74.29,78.47,83.93
73.6,77.74,83.29
72.88,76.87,82.48
72.08,75.9,81.64
71.22,74.95,80.72
70.37,74.05,79.96
69.73,73.36,79.35
69.24,72.78,78.89
68.7,72.27,78.39
68.22,71.71,77.9
67.69,71.08,77.42
67.23,70.45,76.8
66.78,69.82,76.16
66.4,69.15,75.5
65.97,68.6,74.96
65.5,68.12,74.48
65.01,67.66,74.02
64.4,67.13,73.48
63.82,66.55,72.88
63.2,65.93,72.28
62.6,65.37,71.77
62.16,64.92,71.29
61.79,64.57,70.87
61.45,64.15,70.49
61.06,63.65,69.99
60.67,63.11,69.43
60.25,62.47,68.89
59.84,62.01,68.41
59.54,61.55,67.97
59.19,61.11,67.57
58.8,60.75,67.12
58.38,60.3,66.69
57.92,59.86,66.23
57.43,59.39,65.81
56.9,58.87,65.33
56.39,58.56,64.91
56.04,58.23,64.58
55.64,57.91,64.25
55.35,57.54,63.89
54.94,57.19,63.57
54.54,56.77,63.24
54.09,56.4,62.93
53.63,56.02,62.55
53.27,55.8,62.29
52.95,55.59,62.07
52.6,55.43,61.84
52.37,55.26,61.67
52.04,55.17,61.53
51.73,55.02,61.34
51.42,54.8,61
51.09,54.56,60.66
50.82,54.31,60.38
50.58,54.1,60.18
50.42,53.99,60.06
50.27,53.92,59.93
50.22,53.84,59.86
50.15,53.81,59.76
50.03,53.73,59.62
49.93,53.62,59.53
49.85,53.57,59.51
49.78,53.23,59.43
49.71,53.51,59.44
49.62,53.47,59.4
49.53,53.35,59.21
49.42,53.21,59
49.44,53.1,58.77
49.59,52.99,58.55
49.67,52.88,58.28
49.71,52.77,58.05
49.7,52.69,57.86
49.74,52.67,57.71
49.69,52.56,57.49
49.66,52.48,57.33
49.52,52.4,57.19
49.4,52.3,56.98
49.26,52.19,56.72
49.21,52.19,56.6
49.14,52.15,56.49
49.14,52.15,56.37
49.08,52.05,56.16
49.05,51.99,56.01
49,51.91,55.81
48.91,51.79,55.65
48.89,51.73,55.54
48.85,51.72,55.38
48.87,51.69,55.24
48.86,51.67,55.09
48.8,51.64,55.05
48.8,51.6,54.93
48.84,51.65,54.87
48.84,51.64,54.91
48.88,51.65,54.87
48.93,51.65,54.84
49,51.73,54.88
49.05,51.78,54.87
48.97,51.73,54.74
48.97,51.63,54.68
49,51.68,54.67
48.98,51.69,54.67
49.02,51.76,54.72
49.08,51.8,54.71
49.14,51.86,54.78
49.18,51.92,54.75
49.11,51.91,54.7
49.06,51.91,54.68
49.14,51.94,54.72
49.13,51.99,54.71
49.17,52.01,54.67
49.23,52.09,54.7
49.3,52.09,54.64
49.33,52.07,54.65
49.28,52.04,54.59
49.29,52.04,54.6
49.31,52.06,54.57
49.33,52.13,54.63
49.4,52.17,54.67
49.44,52.19,54.63
49.45,52.19,54.53
49.43,52.18,54.54
49.4,52.18,54.55
49.44,52.16,54.58
49.41,52.19,54.58
49.45,52.23,54.56
49.48,52.21,54.56
49.44,52.25,54.48
49.46,52.23,54.46
49.52,52.25,54.51
49.52,52.28,54.48
49.55,52.26,54.44
49.56,52.27,54.42
49.58,52.29,54.42
49.54,52.3,54.47
49.57,52.34,54.48
49.62,52.37,54.56
49.69,52.42,54.56
49.75,52.43,54.4
49.84,52.43,54.55
49.86,52.4,54.6
49.91,52.44,54.55
49.96,52.46,54.56
49.98,52.49,54.56
50,52.54,54.55
50.05,52.53,54.55
50.06,52.55,54.57
50.1,52.57,54.56
50.18,52.62,54.64
50.19,52.68,54.62
50.31,52.72,54.63
50.35,52.71,54.6
50.36,52.7,54.57
50.35,52.71,54.58
50.29,52.7,54.54
50.29,52.69,54.55
50.34,52.71,54.54
50.4,52.71,54.61
50.46,52.76,54.57
50.53,52.82,54.6
50.57,52.83,54.64
50.6,52.87,54.61
50.62,52.89,54.62
50.61,52.93,54.73
50.65,52.97,54.7
50.65,53,54.71
50.65,53.01,54.71
50.7,53.11,54.75
50.76,53.17,54.83
50.81,53.25,54.86
50.86,53.28,54.87
50.98,53.35,54.93
51.14,53.47,54.99
51.3,53.6,55.12
51.48,53.73,55.25
51.67,53.9,55.32
51.82,54.08,55.47
51.93,54.15,55.48
52.03,54.25,55.55
52.13,54.43,55.65
52.32,54.59,55.8
52.49,54.8,55.97
52.62,55.09,56.22
52.95,55.46,56.56
53.27,55.87,56.85
53.39,56.11,57.09
53.25,56.24,57.18
53.27,56.34,57.28
53.24,56.36,57.27
53.26,56.41,57.31
53.36,56.54,57.44
53.52,56.8,57.72
53.75,57.05,57.96
54.05,57.36,58.28
54.34,57.78,58.57
54.55,58.14,58.88
54.74,58.41,59.16
54.9,58.63,59.29
55.11,58.79,59.49
55.24,59.02,59.65
55.39,59.29,59.9
55.43,59.44,60.04
55.45,59.55,60.14
55.48,59.65,60.24
55.48,59.79,60.28
55.47,59.91,60.37
55.51,60.08,60.39
55.7,60.26,60.59
55.82,60.49,60.67
55.82,60.66,60.83
55.94,60.86,61.03
56.1,61.14,61.24
56.32,61.36,61.49
56.47,61.65,61.74
56.66,61.93,62
56.86,62.15,62.25
57.08,62.44,62.5
57.36,62.74,62.8
57.62,63.14,63.1
57.92,63.55,63.46
58.31,63.97,63.76
58.62,64.34,64.07
59.05,64.81,64.43
59.55,65.34,64.84
60.04,65.91,65.27
60.55,66.48,65.85
61.18,67.16,66.36
61.98,67.92,66.95
62.99,68.78,67.62
64.13,69.65,68.34
65.34,70.55,69.12
66.51,71.34,69.73
67.59,72.08,70.33
68.78,72.91,71.06
70.15,73.9,71.96
71.87,75.13,73.1
73.6,76.45,74.28
75.29,77.68,75.45
76.82,78.86,76.5
78.27,80.02,77.57
79.92,81.34,78.73
81.86,83.06,80.35
84.17,84.8,82.26
86.74,86.97,84.38
89.41,89.12,86.45
91.88,91.29,88.46
94.46,93.4,90.51
96.91,95.5,92.39
99.33,97.65,94.39
101.57,99.78,96.34
103.74,101.97,98.3
105.74,103.98,100.22
107.75,105.93,102.09
109.66,107.82,103.95
111.52,109.58,105.7
113.16,111.34,107.46
115.02,113.12,109.21
117.13,114.86,110.96
119.25,116.65,112.82
121.37,118.42,114.67
123.33,120.12,116.47
125.27,121.75,118.21
127.13,123.36,119.88
129.24,125.05,121.56
131.33,126.7,123.13
133.28,128.34,124.62
135.18,129.88,126.2
136.91,131.22,127.63
138.54,132.55,128.96
140.15,133.79,130.35
141.79,135.14,131.72
143.39,136.48,133.1
144.9,137.7,134.48
146.25,138.86,135.78
147.59,140.1,137.16
148.89,141.23,138.58
150.08,142.35,140
151.24,143.53,141.49
152.46,144.68,143.01
153.56,145.82,144.45
154.69,147.01,145.89
155.72,148.16,147.41
156.8,149.32,148.95
157.82,150.51,150.45
158.74,151.65,151.87
159.74,152.73,153.29
160.57,153.79,154.58
161.41,154.89,155.9
162.22,155.79,157.04
162.92,156.75,158.14
163.55,157.54,159.12
164.05,158.26,160.07
164.55,158.89,160.79
164.9,159.42,161.52
165.18,159.93,162.24
165.36,160.4,162.91
165.47,160.84,163.54
165.54,161.13,164.06
165.61,161.43,164.54
165.68,161.65,164.91
165.73,161.92,165.29
165.76,162.17,165.68
165.78,162.33,166.08
165.78,162.53,166.37
165.71,162.64,166.63
165.71,162.72,166.83
165.61,162.82,167.03
165.54,162.88,167.18
165.48,162.91,167.24
165.46,162.96,167.3
165.43,162.98,167.41
165.4,163,167.43
165.38,163.1,167.48
165.38,163.11,167.56
165.41,163.13,167.67
165.41,163.18,167.69
165.41,163.24,167.79
165.41,163.22,167.87
165.4,163.31,167.95
165.37,163.33,167.97
165.35,163.36,168.08
165.29,163.36,168.12
165.23,163.44,168.22
165.22,163.42,168.31
165.19,163.49,168.36
165.15,163.51,168.42
165.11,163.52,168.51
165.01,163.53,168.49
164.91,163.54,168.72
164.91,163.54,168.72
164.81,163.58,168.78
164.81,163.62,168.9
164.75,163.73,168.96
164.7,163.73,169.06
164.66,163.73,169.14
164.54,163.8,169.16
164.41,163.78,169.34
164.41,163.78,169.34
164.34,163.78,169.33
164.26,163.78,169.38
164.21,163.76,169.4
164.19,163.79,169.44
164.15,163.8,169.47
164.05,163.73,169.44
164.1,163.77,169.46
164.1,163.77,169.46
164.05,163.8,169.5
164.09,163.82,169.52
164.13,163.8,169.57
164.12,163.84,169.61
164.11,163.84,169.59
164.18,163.8,169.61
164.22,163.84,169.59
164.22,163.84,169.59
164.25,163.84,169.62
164.28,163.82,169.66
164.28,163.9,169.65
164.29,163.87,169.67
164.31,163.88,169.73
164.41,163.87,169.71
164.41,163.85,169.69
164.41,163.85,169.69
164.44,163.91,169.65
164.48,163.89,169.68
164.48,163.87,169.71
164.46,163.87,169.74
164.48,163.85,169.68
164.58,163.88,169.72
164.6,163.91,169.78
164.6,163.91,169.78
164.58,163.92,169.76
164.62,163.93,169.78
164.62,163.95,169.77
164.61,163.91,169.78
164.59,163.93,169.78
164.7,163.96,169.86
164.64,163.92,169.81
164.64,163.92,169.81
164.68,163.93,169.8
164.63,163.91,169.79
164.67,163.91,169.79
164.63,163.91,169.79
164.61,163.91,169.8
164.69,163.94,169.82
164.69,163.91,169.86
164.69,163.91,169.86
164.65,163.94,169.87
164.65,163.89,169.84
164.61,163.9,169.85
164.66,163.93,169.88
164.7,163.93,169.9
164.74,163.94,169.9
164.69,163.97,169.9
164.69,163.97,169.9
164.75,163.94,169.96
164.69,163.94,169.89
164.67,163.92,169.92
164.71,163.94,169.93
164.72,163.96,169.95
164.7,163.9,169.85
164.6,163.85,169.79
164.6,163.85,169.79
164.62,163.8,169.75
164.67,163.8,169.75
164.67,163.79,169.7
164.67,163.78,169.66
164.67,163.73,169.53
164.65,163.67,169.43
164.62,163.54,169.23
164.6,163.49,169.15
164.6,163.49,169.15
164.55,163.4,169
164.58,163.34,168.96
164.58,163.19,168.7
164.58,163.06,168.51
164.57,162.93,168.27
164.5,162.81,168.1
164.41,162.64,167.95
164.41,162.64,167.95
164.36,162.52,167.77
164.39,162.49,167.68
164.33,162.27,167.31
164.22,161.97,166.9
164.01,161.56,166.27
163.44,160.91,165.41
162.44,160.14,164.5
162.44,160.14,164.5
161.63,159.47,163.76
160.94,158.89,163.08
159.94,157.98,162
159.34,157.53,161.49
158.8,157.08,160.96
158.1,156.52,160.28
157.35,155.93,159.68
157.35,155.93,159.68
156.56,155.34,159.05
155.25,154.31,157.95
154.64,153.89,157.48
154.14,153.47,156.99
153.57,152.97,156.38
153.01,152.48,155.64
152.21,151.74,154.66
152.21,151.74,154.66
151.17,150.86,153.47
148.48,148.43,150.86
146.97,147.29,149.69
145.69,146.35,148.86
144.59,145.55,148.01
143.56,144.66,147.21
142.42,143.74,146.26
142.42,143.74,146.26
141.27,142.74,145.1
138.2,139.93,141.95
136.24,138.06,139.83
134.2,136.07,137.78
132.49,134.38,136.16
130.85,133,134.76
129.54,131.71,133.54
129.54,131.71,133.54
128.39,130.5,132.34
125.92,127.9,129.56
124.57,126.38,127.89
122.92,124.66,125.92
121.04,122.68,123.75
119.25,120.81,121.84
117.7,119.23,120.31
117.7,119.23,120.31
116.59,118.11,119.3
114.76,116.07,117.37
113.87,115.12,116.8
112.9,114.05,115.67
111.75,112.79,114.41
110.26,111.23,112.92
108.67,109.65,111.45
108.67,109.65,111.45
106.09,107.24,109.81
105.06,106.24,109.06
104,105.33,108.19
102.91,104.36,107.2
101.77,103.29,106.08
100.49,102.1,104.98
99.02,100.81,103.79
99.02,100.81,103.79
96.05,98.42,102.32
94.48,97.47,101.43
93.2,96.66,100.64
92.29,95.78,99.77
91.21,94.94,98.94
90.15,94.23,98.08
88.9,93.29,97.38
88.9,93.29,97.38
86.96,91.82,95.99
86.18,91.11,95.46
85.33,90.39,94.91
84.48,89.68,94.29
83.63,89.02,93.66
82.75,88.34,93.02
81.72,87.57,92.27
80.69,86.91,91.59
79.76,86.14,90.88
78.86,85.38,90.27
78.02,84.69,89.71
77.2,84.08,89.2
76.43,83.49,88.69
75.74,82.72,88.17
75.02,82.05,87.57
74.37,81.29,86.93
73.76,80.58,86.23
73.22,79.98,85.7
72.81,79.51,85.29
72.52,79.15,84.85
72.12,78.63,84.43
71.65,78.09,83.89
71.09,77.46,83.22
70.46,76.89,82.63
69.86,76.26,81.98
69.31,75.68,81.26
68.78,75.02,80.62
68.4,74.44,80.06
68.08,73.87,79.51
67.84,73.3,78.86
67.54,72.68,78.19
66.99,71.91,77.44
66.35,71.23,76.64
65.75,70.57,76.03
65.34,70.06,75.55
65.06,69.64,75.03
64.67,69.16,74.59
64.38,68.72,74.03
64.13,68.15,73.4
63.84,67.64,72.77
63.52,67.12,72.22
63.19,66.66,71.7
62.78,66.18,71.19
62.33,65.8,70.7
62,65.47,70.29
61.78,65.26,70.07
61.61,65.08,69.8
61.45,64.88,69.55
61.34,64.65,69.22
61.13,64.35,68.84
60.81,64.01,68.43
60.48,63.66,68.03
60.21,63.34,67.65
59.98,63.03,67.28
59.78,62.65,66.96
59.56,62.42,66.64
59.44,62.2,66.45
59.34,61.99,66.22
59.23,61.71,65.81
59.12,61.42,65.48
58.84,61.3,65.1
58.58,60.82,64.8
58.36,60.59,64.59
58.13,60.34,64.33
57.89,60.17,64.12
57.69,59.97,63.84
57.51,59.79,63.58
57.39,59.58,63.27
57.28,59.37,63.06
57.16,59.11,62.81
57.09,58.91,62.53
56.99,58.67,62.3
57,58.51,62.15
57,58.33,61.97
56.96,58.26,61.91
56.88,58.12,61.76
56.93,58.07,61.57
56.94,57.89,61.47
57,57.86,61.38
57.07,57.77,61.3
57.11,57.69,61.19
57.13,57.68,61.1
57.15,57.62,61.08
57.2,57.57,61.02
57.2,57.6,60.93
57.23,57.56,60.78
57.24,57.54,60.64
57.23,57.47,60.43
57.25,57.44,60.24
57.33,57.4,60.15
57.38,57.3,60.01
57.51,57.26,59.89
57.65,57.31,59.79
57.84,57.43,59.76
58.1,57.46,59.69
58.45,57.52,59.6
58.88,57.57,59.55
59.42,57.75,59.51
59.94,57.93,59.53
60.38,58.07,59.45
60.76,58.23,59.44
61.27,58.48,59.5
61.77,58.68,59.49
62.23,58.86,59.55
62.52,58.98,59.52
62.72,59.05,59.45
62.92,59.08,59.39
63.37,59.14,59.38
64,59.2,59.39
64.67,59.4,59.55
65.43,59.6,59.52
66.32,59.8,59.57
67.23,60.06,59.65
68.03,60.29,59.67
68.66,60.47,59.69
69.27,60.64,59.68
69.98,60.72,59.69
70.73,60.85,59.69
71.55,60.94,59.63
72.48,61.07,59.69
73.43,61.19,59.76
74.13,61.3,59.8
74.64,61.39,59.87
75.07,61.49,59.92
75.17,61.51,59.91
75.11,61.51,59.93
74.97,61.54,59.95
74.54,61.53,59.98
74.08,61.53,59.96
73.69,61.55,59.95
73.37,61.54,59.9
73.05,61.5,59.91
72.7,61.49,59.89
72.37,61.49,59.89
71.82,61.47,59.83
71.37,61.37,59.78
70.98,61.32,59.72
70.84,61.35,59.72
70.85,61.33,59.73
70.89,61.32,59.71
70.83,61.33,59.71
70.81,61.32,59.66
70.67,61.3,59.58
70.47,61.25,59.58
70.09,61.22,59.54
69.57,61.21,59.55
68.87,61.17,59.52
68.1,61.12,59.52
67.18,61.07,59.43
66.18,60.99,59.41
65.26,60.96,59.38
64.49,60.85,59.3
63.81,60.75,59.24
63.26,60.77,59.27
62.86,60.76,59.28
62.57,60.79,59.25
62.35,60.72,59.22
62.05,60.7,59.15
61.72,60.68,59.14
61.43,60.65,59.14
61.19,60.73,59.19
61.02,60.73,59.2
60.9,60.77,59.27
60.76,60.76,59.25
60.67,60.75,59.22
60.59,60.77,59.24
60.48,60.77,59.28
60.35,60.84,59.33
60.31,60.93,59.44
60.3,61.06,59.52
60.31,61.16,59.63
60.26,61.27,59.66
60.29,61.28,59.65
60.31,61.32,59.69
60.39,61.4,59.73
60.4,61.44,59.76
60.48,61.48,59.77
60.5,61.49,59.76
60.51,61.49,59.75
60.49,61.48,59.73
60.45,61.5,59.75
60.46,61.51,59.77
60.54,61.54,59.77
60.6,61.6,59.85
60.61,61.65,59.83
60.72,61.67,59.85
60.76,61.72,59.87
60.81,61.74,59.89
60.76,61.71,59.85
60.73,61.77,59.87
60.78,61.73,59.87
60.79,61.78,59.9
60.86,61.82,59.95
60.95,61.94,60.08
61.06,62.08,60.25
61.16,62.35,60.46
61.39,62.66,60.84
61.48,62.99,61.13
61.57,63.27,61.46
61.67,63.52,61.75
61.75,63.8,62.03
61.85,64.07,62.27
62.02,64.32,62.53
62.18,64.52,62.77
62.31,64.66,62.95
62.38,64.79,63.02
62.52,64.81,63.12
62.6,64.8,63.2
62.73,64.85,63.17
62.81,64.88,63.18
62.82,64.87,63.2
62.81,64.83,63.15
62.8,64.77,63.12
62.8,64.77,63.11
62.86,64.85,63.16
62.9,64.94,63.23
63.05,65.01,63.29
63.15,65.08,63.39
63.28,65.2,63.51
63.35,65.34,63.6
63.39,65.36,63.65
63.39,65.43,63.69
63.41,65.52,63.83
63.44,65.61,63.9
63.61,65.75,64.04
63.71,65.9,64.22
63.83,66.03,64.32
63.84,66.23,64.48
63.86,66.43,64.75
63.8,66.52,64.81
63.62,66.71,64.93
63.51,66.86,65.07
63.36,66.99,65.14
63.19,66.95,65.1
62.99,66.88,65.03
62.44,66.95,64.92
61.86,66.99,64.94
61.24,67.04,64.87
60.6,66.96,64.71
59.87,66.85,64.46
59.11,66.79,64.38
58.49,66.81,64.35
58,66.84,64.39
57.6,66.91,64.49
57.1,66.94,64.49
56.63,66.92,64.48
56.24,66.98,64.5
55.89,67.03,64.59
55.57,67.17,64.77
55.45,67.49,64.98
55.65,68.1,65.36
56.07,68.69,65.72
56.56,69.24,66.07
57.02,69.85,66.52
57.63,70.48,67
58.28,71.12,67.56
58.95,71.73,68.01
59.9,72.52,68.65
61.01,73.4,69.38
62.21,74.29,70.08
63.47,75.09,70.76
64.68,75.84,71.38
66.04,76.61,72.01
67.84,77.49,72.88
69.88,78.63,73.98
72,79.96,75.27
74.04,81.27,76.49
76.02,82.52,77.63
77.93,83.86,78.86
79.83,85.25,80.09
82.02,86.66,81.36
84.26,88.13,82.71
86.58,89.7,84.22
88.85,91.39,85.96
91.37,93.24,87.77
93.78,95.04,89.62
95.98,96.76,91.3
98.27,98.46,92.96
100.56,100.2,94.74
102.66,101.93,96.52
104.72,103.76,98.35
106.75,105.72,100.32
108.6,107.58,102.43
110.53,109.49,104.57
112.82,111.37,106.67
115.03,113.27,108.73
117.14,115.09,110.7
119.37,116.88,112.65
121.36,118.61,114.45
123.16,120.18,116.02
124.87,121.61,117.46
126.6,123.09,119.01
128.25,124.49,120.49
129.87,125.93,122.11
131.19,127.31,123.59
132.49,128.52,125.04
133.84,129.83,126.53
135.16,131.03,128.1
136.58,132.41,129.66
138.01,133.69,131.21
139.27,135,132.63
140.54,136.18,133.99
141.84,137.46,135.56
143.19,138.65,137.22
144.44,139.91,138.8
145.61,141.05,140.25
146.9,142.27,141.77
148.16,143.54,143.34
149.45,144.9,145.07
150.73,146.23,146.61
151.93,147.45,148.03
152.96,148.53,149.27
153.87,149.53,150.46
154.71,150.45,151.61
155.56,151.44,152.87
156.4,152.54,154.06
157.26,153.46,155.17
158.02,154.34,156.16
158.74,155.12,157.11
159.41,155.97,158.09
160.06,156.73,159.01
160.48,157.32,159.74
160.69,157.83,160.4
160.88,158.22,160.98
160.95,158.62,161.48
161.03,158.93,161.92
160.96,159.13,162.36
160.95,159.29,162.74
160.87,159.49,163.1
160.81,159.68,163.44
160.83,159.82,163.74
160.72,160.01,164.08
160.65,160.11,164.32
160.6,160.26,164.55
160.57,160.36,164.73
160.5,160.45,164.95
160.46,160.56,165.01
160.48,160.63,165.19
160.44,160.66,165.26
160.43,160.69,165.3
160.35,160.69,165.4
160.34,160.78,165.48
160.34,160.76,165.46
160.27,160.81,165.53
160.24,160.82,165.56
160.21,160.88,165.68
160.17,160.95,165.72
160.16,160.98,165.81
160.07,160.98,165.84
160.04,161.04,165.94
160.04,161.04,165.97
160.02,161.06,166.03
159.97,161.11,166.1
159.94,161.11,166.14
159.92,161.1,166.18
159.89,161.13,166.27
159.87,161.19,166.29
159.84,161.19,166.32
159.85,161.23,166.38
159.79,161.3,166.42
159.83,161.3,166.46
159.81,161.31,166.55
159.84,161.36,166.56
159.76,161.32,166.59
159.72,161.33,166.55
159.68,161.27,166.58
159.68,161.27,166.58
159.69,161.32,166.63
159.72,161.34,166.67
159.76,161.36,166.66
159.79,161.39,166.76
159.79,161.38,166.77
159.78,161.36,166.72
159.78,161.36,166.76
159.79,161.37,166.74
159.77,161.38,166.78
159.86,161.44,166.8
159.84,161.45,166.8
159.84,161.44,166.83
159.85,161.44,166.83
159.82,161.44,166.86
159.85,161.44,166.87
159.86,161.42,166.84
159.92,161.41,166.88
159.89,161.47,166.91
159.85,161.49,166.9
159.85,161.47,166.89
159.84,161.5,166.93
159.9,161.5,166.92
159.85,161.51,166.9
159.9,161.54,166.97
159.95,161.48,166.97
159.97,161.51,166.97
159.96,161.57,166.99
159.94,161.56,167
159.96,161.53,167.01
159.95,161.55,166.98
159.95,161.54,167.03
159.95,161.52,167.01
159.95,161.55,166.99
159.96,161.53,166.97
159.95,161.53,166.97
159.98,161.51,166.98
159.95,161.54,166.99
159.96,161.52,167.02
159.93,161.52,167.02
159.97,161.52,167
160,161.49,166.96
159.98,161.52,166.98
159.98,161.5,166.96
159.98,161.48,166.97
159.98,161.47,166.97
159.98,161.46,166.97
159.92,161.46,166.99
159.96,161.46,166.96
159.93,161.42,166.97
159.95,161.44,166.94
159.93,161.42,166.93
159.98,161.42,166.94
159.92,161.41,166.95
159.94,161.39,166.86
159.92,161.37,166.87
159.93,161.34,166.88
159.89,161.33,166.83
159.95,161.35,166.82
159.93,161.32,166.74
159.95,161.28,166.61
159.93,161.2,166.54
159.96,161.15,166.34
159.98,161.02,166.11
160.07,160.96,165.84
160.05,160.8,165.6
160.09,160.63,165.29
160.06,160.47,165.02
160.04,160.28,164.72
159.89,160.01,164.33
159.83,159.68,163.88
159.36,159.25,163.3
158.68,158.73,162.56
157.91,158.12,161.75
157.12,157.54,160.99
156.43,157.08,160.43
155.89,156.73,160.03
155.57,156.46,159.72
155.3,156.19,159.43
154.94,155.92,159.07
154.51,155.5,158.62
153.85,154.96,157.92
153.02,154.26,157.14
152.1,153.55,156.39
151.42,153.02,155.94
150.96,152.72,155.57
150.62,152.39,155.27
150.31,152.14,154.94
149.85,151.8,154.51
149.37,151.26,153.88
148.52,150.48,152.89
147.28,149.29,151.48
145.6,147.8,149.91
143.94,146.43,148.5
142.52,145.26,147.32
141.34,144.28,146.31
140.18,143.31,145.4
139.07,142.35,144.45
137.95,141.34,143.39
136.71,140.18,142.19
135.39,138.75,140.63
133.83,137.04,138.77
132.1,135.07,136.64
130.63,132.93,134.41
128.7,130.79,132.21
126.87,128.9,130.17
125.27,127.16,128.43
123.87,125.71,126.95
122.55,124.39,125.59
121.32,123.07,124.32
120.03,121.71,122.86
118.62,120.31,121.4
117.13,118.79,119.86
115.64,117.27,118.51
114.4,115.96,117.18
113.31,114.85,116.04
112.36,113.79,115.05
111.42,112.78,114.13
110.47,111.85,113.6
109.45,110.87,112.79
108.35,109.73,111.71
107.09,108.45,111.11
105.76,107.17,109.79
104.44,105.82,108.53
103.18,104.57,107.28
101.97,103.38,106.2
100.8,102.19,105.07
99.66,101.06,104
98.42,99.8,102.77
97.35,98.5,101.56
96.12,97.21,101.13
95,96.03,100.06
93.9,94.99,98.99
92.84,93.96,98.06
91.96,93.35,97.37
91.1,92.73,96.62
90.28,91.97,95.8
89.4,91.1,94.88
88.44,90.16,93.88
87.43,89.17,92.93
86.52,88.29,92.01
85.67,87.46,91.19
84.86,86.69,90.51
84.15,86,89.89
83.46,85.34,89.21
82.88,84.73,88.55
82.32,84.12,87.91
81.8,83.53,87.4
81.19,82.98,86.81
80.66,82.43,86.32
80.13,81.87,85.81
79.49,81.33,85.25
78.97,80.89,84.81
78.5,80.46,84.39
78.01,80.06,83.94
77.6,79.61,83.54
77.2,79.3,83.14
76.89,78.89,82.75
76.49,78.43,82.31
76.11,77.98,81.86
75.74,77.43,81.35
75.36,76.9,80.79
74.97,76.33,80.38
74.63,75.88,79.91
74.28,75.44,79.46
74.01,75.04,79.06
73.68,74.62,78.64
73.37,74.2,78.25
73,73.76,77.82
72.63,73.26,77.39
72.24,72.73,76.93
71.88,72.23,76.44
71.63,71.74,76.16
71.36,71.42,75.72
71.07,71.08,75.47
70.72,70.72,75.14
70.39,70.4,74.83
70.03,70.04,74.52
69.72,69.76,74.2
69.42,69.43,73.94
69.14,69.11,73.64
68.76,68.74,73.28
68.4,68.32,72.9
68,67.97,72.53
67.74,67.66,72.22
67.47,67.39,71.96
67.13,67.13,71.72
66.84,66.91,71.47
66.55,66.67,71.3
66.23,66.37,71.06
65.98,66.09,70.79
65.72,65.9,70.51
65.49,65.7,70.32
65.24,65.56,70.15
64.99,65.46,70.02
64.74,65.34,69.86
64.4,65.2,69.62
64.06,64.92,69.32
63.71,64.62,69.02
63.4,64.39,68.65
63.03,64.13,68.33
62.71,63.93,68.14
62.45,63.82,67.93
62.24,63.7,67.81
62.03,63.61,67.74
61.81,63.55,67.58
61.63,63.34,67.39
61.45,63.15,67.14
61.31,62.98,67
61.14,62.88,66.87
61,62.82,66.78
60.91,62.75,66.74
60.79,62.7,66.62
60.62,62.5,66.42
60.43,62.42,66.28
60.32,62.36,66.11
60.29,62.25,65.97
60.23,62.18,65.87
